"","#wt(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","#wt(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_pvalue_tumor_vs_normal","tcga_expression_direction_tumor_vs_normal","tcga_overexpression_associated_with_genes_with_missense_mutations","tcga_overexpression_associated_with_genes_with_deleterious_mutations","tcga_nrSamplesInMutData"
"NARS2",11,0.622056016046631,"no",-0.078031253435916,0.166703630720059,10,0.000339382292570542,"no","",0.00140401883066127,"up","","",412
"HBD",11,0.622529921629159,"no",-0.0712040149360827,0.121066894205061,10,0.999999990320354,"no","",0.915606634099698,"up","","",412
"PDE4C",11,0.622561508962821,"no",-0.0145701287325319,0.201477245417516,10,0.0225286894555408,"no","",0.465232571900263,"up","","STAG2 (enriched, 16% vs 5%)",412
"ARHGEF17",11,0.62268785031982,"no",-0.00168839889798305,0.131901637066422,10,0.785981171411662,"no","",0.000253410049252377,"down","","",412
"PTAR1",11,0.622845759051898,"no",-0.0271357208434202,0.0846126106641049,10,4.06835358092452e-06,"yes","",0.0234655906151965,"down","","",412
"MFN1",11,0.623508757235549,"no",-0.00142134339622076,0.166473569452629,10,0.818040694107026,"no","",0.0252442067220348,"up","","",412
"GTF3C3",11,0.623603442382796,"no",-0.0954865696450634,0.169548751046888,10,5.5936936464142e-07,"yes","",0.00132413319101148,"up","","",412
"CISH",10,0.623655017298078,"no",0.02332162161635,0.0662266673690339,10,0.0629569929853495,"no","",0.139822576218232,"up","","KDM6A (depleted, 14% vs 28%), RB1 (enriched, 24% vs 10%), STAG2 (depleted, 3% vs 18%)",412
"NRXN3",11,0.623666561794985,"no",-0.016016189098582,0.192284541254511,10,0.998156375440215,"no","",0.00687972631062071,"down","","",412
"HIVEP3",10,0.623886398977978,"no",-0.0639034205334946,0.0961566820853582,9,0.156306687613972,"no","",0.929037533692059,"up","","RB1 (enriched, 24% vs 10%)",412
