"","#wt","#mut","pvalue","is_significant","tcga_pvalue","tcga_tumor_vs_normal"
"GPSM1",8,2,0.832012617986735,"no",5.6170739739127e-17,"up"
"MAGED4B",10,0,0.832415869568924,"no",2.19800229296518e-07,"up"
"MAGED4",10,0,0.832415869568924,"no",5.51090613024005e-08,"up"
"HIVEP2",8,2,0.83248059073378,"no",0.091340977041603,"up"
"OR4L1",9,1,0.832586022027293,"no",0.448608287942165,"up"
"SIGLEC12",10,0,0.832799089198404,"no",5.21814509312611e-26,"up"
"G3BP1",10,0,0.832802847501089,"no",1.5200852779523e-09,"up"
"MSC",10,0,0.832899593068033,"no",7.13898311293547e-09,"up"
"FAM13B",10,0,0.832936205845678,"no",0.0131070863723333,"down"
"FRMD1",10,0,0.833345086200225,"no",0.145289076406186,"up"
"MAP3K14",10,0,0.833477945704432,"no",0.00168394005239724,"down"
"CXCR7",10,0,0.833478898773683,"no",NA,NA
"DDX47",9,1,0.833752597561605,"no",2.7778444698976e-12,"up"
"LRIG3",10,0,0.834136663742749,"no",8.69710405931983e-05,"up"
"GABRQ",10,0,0.834445122493079,"no",4.03640180126398e-11,"up"
"KAT2A",9,1,0.834562188660041,"no",3.75346970645728e-25,"up"
"RNF4",10,0,0.835005233302674,"no",2.00887705855107e-12,"up"
"BTBD18",8,2,0.835033762720749,"no",0.246393186577152,"up"
"FDXR",10,0,0.835064043281345,"no",0.201346382250431,"up"
"DCAF11",10,0,0.835340076112564,"no",1.18775252075936e-06,"down"
"LRRC33",8,2,0.835721190081779,"no",NA,NA
"CYP2D7P1",9,1,0.835827648028363,"no",NA,NA
"PRKACG",9,1,0.836002031415986,"no",0.102180068206554,"up"
"SETD2",9,1,0.836093752376102,"no",0.0124028154642774,"down"
"POU4F1",10,0,0.836441316707892,"no",3.17988371205634e-12,"up"
"UNC119",10,0,0.836658408283086,"no",1.05630036712081e-17,"up"
"HLA-B",9,1,0.837042287817276,"no",3.55768921266011e-24,"up"
"GSTM3",9,1,0.837514527168876,"no",0.000136748775474392,"up"
"CDC34",9,1,0.837679592092789,"no",0.0155107729908967,"up"
"PTPN13",9,1,0.837686252309218,"no",0.114523399966525,"down"
"UBE2R2",10,0,0.83782178189493,"no",6.77760646023607e-14,"up"
"PCNXL4",10,0,0.838836607724437,"no",NA,NA
"SAT2",10,0,0.838962896112133,"no",0.064249943408712,"down"
"HUS1",10,0,0.839595863298243,"no",1.41352002039879e-24,"up"
"BFSP1",8,2,0.839719134736253,"no",3.42795700794326e-41,"up"
"TBC1D17",10,0,0.839753046822177,"no",0.20969065768691,"down"
"TTC1",10,0,0.839932078565346,"no",0.342458026697057,"up"
"SVIL",10,0,0.839998134134558,"no",0.00214296354982109,"down"
"ARPC1A",8,2,0.840239648344379,"no",7.89781878073964e-20,"up"
"PCDH8",8,2,0.840374204121954,"no",0.608212059605087,"up"
"KCNK3",10,0,0.840539667370251,"no",0.428242166324967,"down"
"RNF19A",8,2,0.840627671669022,"no",4.57779598015594e-07,"up"
"MYO9B",9,1,0.840810796956642,"no",1.18392770596605e-21,"up"
"CTR9",10,0,0.841017304692563,"no",0.059232099426156,"down"
"SUSD4",10,0,0.841042187585545,"no",6.14076649147769e-05,"down"
"ATM",10,0,0.841374750653924,"no",0.0507426787969726,"up"
"TPH1",10,0,0.841950558976662,"no",0.532965359714679,"up"
"CPN2",8,2,0.84197920212451,"no",9.49674030081196e-07,"up"
"GJA8",10,0,0.842226942007203,"no",9.40551207959792e-05,"up"
"FCHSD2",7,3,0.842245086469882,"no",3.32750814297592e-16,"up"
"ASGR1",10,0,0.842262734125851,"no",0.27365277992874,"up"
"WDR88",10,0,0.842290454374349,"no",0.0748200807115985,"up"
"WDR92",10,0,0.842301048081275,"no",2.18237482016992e-05,"up"
"INPPL1",6,4,0.842569183576675,"no",0.00240675297329937,"up"
"ZRSR2",10,0,0.843363463765038,"no",0.000107212220147065,"up"
"MAGEA8",10,0,0.843454018030759,"no",0.0165584985911449,"up"
"MARCH5",9,1,0.84348844507341,"no",0.956821403449094,"down"
"RDH5",10,0,0.843728914699376,"no",0.0210086885963051,"down"
"BLOC1S1-RDH5",10,0,0.843728914699376,"no",NA,NA
"KDM3A",10,0,0.843819628221553,"no",4.79330306190864e-10,"up"
"UBE2M",9,1,0.84444706338757,"no",3.62672976277633e-15,"up"
"ARNTL",10,0,0.844600932234721,"no",2.22982061909683e-10,"up"
