"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_amplification_frequency","tcga_nrSamplesInGisticData"
"UBE2U",346,10,0.55261105630982,"no",0.0585540933734556,0.148723700106577,0.022229112310396,0.0934503212789756,261,8,0.447686952570663,"no","",0.00585058505850585,8888
"ARID4A",325,8,0.552757185542136,"no",-0.0645177091997574,0.174032938333165,-0.151799632479771,0.24558145071392,240,6,0.0972102628233646,"no","",0.00258775877587759,8888
"SLC4A11",314,12,0.55276242596925,"no",0.0130232034115496,0.148875034705847,0.031510772199968,0.297118582998446,236,12,0.321910555500848,"no","",0.00708820882088209,8888
"PHF19",347,2,0.553475408785277,"no",-0.235070594909497,0.279666765864164,-0.166197024644609,0.0258099821049335,261,2,0.391538251835324,"no","",0.00303780378037804,8888
"HSPB1",340,10,0.553753646525084,"no",-0.00295845849793794,0.246831290983502,-0.0178189486070668,0.0535468529442845,255,9,0.591291168707861,"no","",0.00967596759675968,8888
"RNMT",350,5,0.553931889986784,"no",-0.0122433189128668,0.154715227106411,-0.0678597196890658,0.197119389765913,261,5,0.581402758199413,"no","",0.00787578757875788,8888
"BIRC3",328,17,0.554082780064828,"no",0.0301489033459874,0.143133423880638,0.0532338835406645,0.0949380490769999,242,17,0.0568543285496403,"no","CLL_Act",0.0137263726372637,8888
"TUBD1",336,22,0.55438698274357,"no",-0.0172087748123852,0.220210687622373,0.0245239118691778,0.216195286552333,250,18,0.807080292578511,"no","",0.0246399639963996,8888
"MAP4K3",337,5,0.554574881097932,"no",0.0161027889621598,0.340735214900995,0.00710203004169209,0.0813202865855107,253,7,0.316553818420967,"no","",0.00438793879387939,8888
"CEACAM1",345,5,0.554883312359077,"no",-0.0353185717682978,0.184860185516504,0.0069208139537128,0.0956941840187363,261,3,0.0595963135591497,"no","",0.00753825382538254,8888
"HOXD1",351,5,0.555074765782608,"no",-0.0121640155794773,0.173719257187578,-0.032320505561862,0.126864131884985,259,7,0.49229363922662,"no","",0.00843834383438344,8888
"GPR110",336,4,0.555085223698844,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.013951395139514,8888
"DSG3",325,4,0.555261956228508,"no",0.0873906511196318,0.156326824948316,0.061935627152958,0.0253709105779965,245,4,0.0885314255261438,"no","",0.00945094509450945,8888
"ZGPAT",314,41,0.555399929662176,"no",0.00536966962364672,0.168133074483444,0.0379886471638822,0.108946496842657,234,31,0.192060428957096,"no","",0.0274527452745275,8888
"PITX1",350,3,0.555655733195133,"no",-0.0384016552473875,0.191103346518867,-0.107214413327748,0.175827101482908,264,2,0.708057881030274,"no","",0.00495049504950495,8888
"DAPK1",322,5,0.555669149232509,"no",-0.0415378147554561,0.150278154553886,-0.00790381016340161,0.0929158896765118,245,5,0.251430620075662,"no","",0.0036003600360036,8888
"ALDH16A1",337,2,0.555756400612554,"no",-0.105643636221894,0.201043088099504,0.0134528668444755,0.0523000138487597,255,2,0.335060495378069,"no","",0.00562556255625563,8888
"PAX9",344,11,0.556208787919373,"no",-0.0952627009746098,0.208675092022821,-0.0600258846928219,0.106619267708597,257,9,0.0219281044431026,"no","",0.0148514851485149,8888
"CHST15",339,3,0.55657712884732,"no",0.0234596775019187,0.1693207363258,0.0649805692068198,0.0928986542438243,263,1,NA,NA,"",0.00573807380738074,8888
"ENTPD5",344,8,0.556677336672755,"no",-0.0792515099063021,0.155898843223032,-0.0186501684833453,0.131947152664586,257,8,0.499233087279819,"no","",0.0027002700270027,8888
"TRPM7",327,6,0.556746674159917,"no",-0.184205871685363,0.326409203357063,-0.260830102642609,0.502568875121642,247,6,0.358636259804444,"no","",0.00292529252925293,8888
"PEX14",340,2,0.556878900010624,"no",-0.174056334336141,0.177953313522857,-0.340921165415768,0.0791043971085795,256,1,NA,NA,"",0.00675067506750675,8888
"FLCN",327,13,0.557563171156739,"no",0.0272673977632065,0.191339347980776,-0.0474306168758746,0.10854395176128,250,10,0.485983775760327,"no","COREAD_LoF",0.00562556255625563,8888
"MTMR7",321,10,0.557718684062636,"no",0.0443261415034936,0.123825160779944,0.0490578156370825,0.082604041612717,247,7,0.339841540526357,"no","",0.00315031503150315,8888
"TXNRD3",350,7,0.557748574355642,"no",-0.0453804756444459,0.181961696477445,-0.113553194528968,0.0776697061494676,0,0,NA,NA,"",0.00956345634563456,8888
"IHH",346,2,0.557826267763176,"no",-0.0125207577034379,0.178533905659552,-0.257140756416256,0.00413831206407755,260,2,0.272548478930295,"no","",0.00315031503150315,8888
"ANKRD20A3",344,6,0.55802706627446,"no",0.00590356878647574,0.233810475003377,0.0218401805232311,0.449938716963234,0,0,NA,NA,"",0.00866336633663366,8888
"TNFRSF21",344,4,0.558221718933631,"no",0.019230651371357,0.174164681462107,0.0592753335295329,0.22748494733356,260,3,0.425215555350805,"no","",0.013951395139514,8888
"SLC16A3",323,23,0.558389820498049,"no",-0.0500777405792231,0.189219487283603,-0.00619520018447504,0.203076358463674,244,18,0.259613201645563,"no","",0.0183393339333933,8888
"CDK14",319,25,0.558410054337501,"no",0.0012486676128282,0.192288316114692,0.0646270639896286,0.19194382475477,239,21,0.358767165197996,"no","",0.0176642664266427,8888
"HLA-C",335,10,0.558522569812996,"no",-0.053065334307623,0.188785807612648,-0.000623355860294,0.109572270005841,257,6,0.564847537112118,"no","",0.011026102610261,8888
"CD46",329,11,0.558592801339381,"no",0.0353267728767794,0.147895283027961,0.0465503882588274,0.13480486642527,245,11,0.232226248844615,"no","",0.0223897389738974,8888
"CABYR",350,4,0.558643973919063,"no",0.0112968179557579,0.187003861179702,-0.075792525528432,0.189833441243788,264,1,NA,NA,"",0.0157515751575158,8888
"TCEA1",338,11,0.558654934996897,"no",-0.0499713667634858,0.197162027566441,0.00374133842997433,0.135226854307163,256,10,0.136956169104437,"no","",0.0247524752475248,8888
"MCRS1",350,4,0.558709761486527,"no",-0.42891348187917,0.361287643259975,-0.40999381730613,0.112500208629573,261,2,0.505976261134955,"no","",0.00371287128712871,8888
"TFEB",346,8,0.558752691855413,"no",-0.322235298948915,0.224240069375117,-0.290071689025505,0.179197118795857,258,6,0.131758764524004,"no","",0.0194644464446445,8888
"SPAG4",332,16,0.559030867798657,"no",0.0533577232507367,0.133469226207978,0.0841268787892139,0.101220999114712,252,11,0.256178185254034,"no","",0.0176642664266427,8888
"GSK3B",342,5,0.559048319169555,"no",0.0807372628530397,0.176610034576273,0.0679359136812576,0.189612025408417,261,4,0.0898285960036241,"no","",0.0104635463546355,8888
"ZXDC",339,7,0.559118911539061,"no",-0.0575280838210883,0.156073492768943,-0.026882038054314,0.0344405945269788,256,5,0.477876321759915,"no","",0.00945094509450945,8888
"FOXO3B",341,13,0.559134077874303,"no",-0.0747484617082319,0.197790447026537,-0.0413871139311246,0.168767289106351,0,0,NA,NA,"",0.0063006300630063,8888
"TDRD3",338,7,0.559177206977348,"no",-0.0384795670570457,0.223533651636604,-0.0241730687415182,0.296349887245062,254,5,0.711455676542893,"no","",0.00281278127812781,8888
"UBE3C",322,17,0.559199765299274,"no",0.0193729607865131,0.136951136446593,0.00241201509272748,0.1072658674262,239,15,0.113962990300655,"no","",0.0130513051305131,8888
"KCNH2",312,18,0.55969058616449,"no",0.0893324256345174,0.132771852183238,0.0354370938556362,0.0857358573190187,238,14,0.325453162490964,"no","",0.0118136813681368,8888
"POU2AF1",343,4,0.560000279523482,"no",0.0404127077696553,0.148704778971976,0.0146832821562093,0.0538068659927089,254,4,0.0483020687295725,"no","",0.00405040504050405,8888
"NCOA1",326,5,0.560635597215374,"no",0.0201735629248273,0.155268306702938,-0.00163504480386858,0.127133291759839,249,4,0.226224103575019,"no","BRCA_ambiguous",0.0045004500450045,8888
"PGAM5",347,6,0.560785034030291,"no",0.0527934032327299,0.148244707533651,0.0024525819513993,0.151391961126614,260,7,0.283272993395673,"no","",0.00461296129612961,8888
"WEE2",329,16,0.561038449398082,"no",-0.223459117958362,0.304149295674176,-0.198913050873607,0.316212745800618,251,13,0.524712803235628,"no","",0.0112511251125113,8888
"CNTD1",350,4,0.561055051197545,"no",0.0740800457363045,0.162654812315299,0.0621999257165149,0.0346051665854261,264,1,NA,NA,"",0.00472547254725473,8888
"SYK",337,6,0.561490434088652,"no",0.0827659758869921,0.189854085433893,0.149650294887544,0.0685052746092147,252,6,0.33338647338056,"no","",0.0036003600360036,8888
"RAB17",345,4,0.561570620064006,"no",-0.0177564471148723,0.176443550111018,-0.0937741542263363,0.108432237067262,259,4,0.446978479586613,"no","",0.00292529252925293,8888
"RASGRF2",337,3,0.561642130885937,"no",-0.00773995042109723,0.186696268792114,0.0164548835478816,0.00391740723991607,256,2,0.848230865133587,"no","",0.00168766876687669,8888
"TCEB2",345,5,0.561860339106537,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.00776327632763276,8888
"SDHD",341,4,0.562252940434206,"no",-0.0455684734251773,0.138605428249306,-0.0293131507351668,0.0434226374789781,253,5,0.477710305945088,"no","",0.00303780378037804,8888
"RPS27L",351,7,0.562523334085864,"no",0.0653470229864468,0.17630482579101,0.0549057382919077,0.066071620860614,262,6,0.199760915707171,"no","",0.00258775877587759,8888
"GNB1",332,8,0.562690546130272,"no",0.0336147123764816,0.164096120642352,0.0423655908354741,0.215272925299285,250,5,0.2101435757022,"no","",0.0063006300630063,8888
"RHOD",332,25,0.562705424078908,"no",-0.0718298330199413,0.190053778704735,-0.0725551852715927,0.115095286458706,245,24,0.0944304730217802,"no","",0.0181143114311431,8888
"AKR7A3",346,3,0.562712729752167,"no",-0.0615076995732074,0.169571163067503,-0.100082690136669,0.210656400737791,264,2,0.712226146454889,"no","",0.00315031503150315,8888
"DICER1",318,9,0.563096322799361,"no",-0.100352161107066,0.215313649929422,-0.144758741520623,0.14892068147291,241,9,0.549095696330038,"no","COREAD_LoF,UCEC_LoF",0.00405040504050405,8888
"ADCY1",308,26,0.563275448033477,"no",-0.0666676371557857,0.215962642432154,-0.0799484433690861,0.246905804609047,230,25,0.959359215071465,"no","",0.00832583258325833,8888
"LRRN3",311,24,0.563889457425522,"no",-0.107825493744703,0.245587952308247,-0.187260001920893,0.235691265100048,232,18,0.0910831657375605,"no","",0.010013501350135,8888
"CA9",338,6,0.564192653809927,"no",-0.0590564003821197,0.178423948640481,-0.0809244580636236,0.109225136506201,256,5,0.113571955772303,"no","",0.0146264626462646,8888
"C4A",329,14,0.564747329871299,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.011026102610261,8888
"LOC100293534",338,14,0.564779166638265,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"HCAR1",340,3,0.564883588169032,"no",0.0166473221871941,0.159948547277179,0.0876543531752595,0.0757876705081753,258,2,0.595932420560404,"no","",0.00337533753375338,8888
"RAB3A",347,4,0.565029615930256,"no",-0.0131548929475012,0.141810966131496,0.0160754340560622,0.140501535883724,263,4,0.454759386994959,"no","",0.00956345634563456,8888
"FOXB1",348,5,0.565036808468098,"no",-0.332279339475165,0.341139219062538,-0.36328781352462,0.129091136935987,258,5,0.237436669320582,"no","",0.00202520252025203,8888
"ZNF350",342,3,0.565089720176802,"no",0.0365038004144498,0.136136750537537,-0.0502026938732029,0.026309031433135,257,2,0.607296637903441,"no","",0.00607560756075608,8888
"PIK3C2G",304,21,0.565294548464384,"no",-0.0915257379692352,0.195173481085481,-0.122578473952409,0.174842293775037,228,16,0.829444758621139,"no","",0.0121512151215122,8888
"ANK3",292,5,0.565330977095953,"no",0.0179991871201046,0.186666092831214,-0.0448135307240479,0.0807147261670766,226,4,0.168653910796355,"no","",0.00933843384338434,8888
"HDGFRP3",347,5,0.565861056603177,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.00753825382538254,8888
"PRSS23",326,13,0.566080885344172,"no",0.0936020246337329,0.168119004223703,0.0475371740910948,0.215169011498841,245,12,0.00566229432137444,"no","",0.012038703870387,8888
"PIK3C2B",323,10,0.566253014764029,"no",0.0555498176977177,0.179641572611185,-0.022048272004467,0.23643279068908,244,10,0.607245674035533,"no","",0.0338658865886589,8888
"ECHS1",332,6,0.56625391420779,"no",0.0281179205433713,0.140538107305479,0.0542595785496246,0.167092249290805,257,5,0.139380092935763,"no","",0.00495049504950495,8888
"CTSF",327,21,0.566306750520146,"no",-0.0466681953751484,0.228503003623594,-0.0418105345891631,0.141788850271911,244,20,0.143821829627018,"no","",0.0162016201620162,8888
"SLC47A2",328,16,0.566331801965529,"no",0.0608843254688241,0.163236549053805,0.0817610833744351,0.127461240602168,249,13,0.0419282068383233,"no","",0.0099009900990099,8888
"SDR16C5",336,9,0.56664042251232,"no",-0.0302541924184185,0.152733922496926,-0.0444297282789457,0.191699099054223,254,8,0.270662911670868,"no","",0.0235148514851485,8888
"SENP2",324,24,0.566780384800364,"no",0.0285063133808974,0.173522139829662,0.0696504898736161,0.1359744003722,246,17,0.262284607602591,"no","",0.0558055805580558,8888
"TMEFF1",348,5,0.566780710724548,"no",0.11009436748629,0.207552268167545,0.0524744547407573,0.114507048106107,261,3,0.0441423075765679,"no","",0.00247524752475248,8888
"OTUB1",342,10,0.56683474972278,"no",-0.0148525081854856,0.155899116592258,-0.0410373628437062,0.138328500310084,255,10,0.775748459684162,"no","",0.00585058505850585,8888
"RNF144B",336,11,0.567092033929298,"no",-0.00486872279233215,0.135151610133482,-0.0757437923127143,0.244887796437105,254,7,0.229042481436882,"no","",0.0173267326732673,8888
"CXCR7",351,2,0.568122672342434,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"MAP3K2",329,3,0.568141895740867,"no",0.01876892323425,0.183971516986455,-0.0549112084834193,0.101328792908884,248,3,0.277559782902268,"no","",0.00258775877587759,8888
"EZR",339,4,0.568311090525987,"no",-0.0721227699186239,0.224612205691343,-0.119030571718874,0.113502911558384,256,2,0.753171352866994,"no","",0.00348784878487849,8888
"TERT",303,37,0.568602552240844,"no",-0.0449411834457874,0.194137223516342,-0.0118168666860441,0.195545366763508,226,32,0.587406821344524,"no","",0.0468046804680468,8888
"KRT18",345,7,0.569130823109999,"no",0.00605790445653603,0.139349507396159,0.101220976558045,0.149118761139688,259,4,0.890187092041733,"no","",0.00495049504950495,8888
"RBM4B",332,22,0.569355940957633,"no",0.0336162118324719,0.0988885694591503,0.0266075092283529,0.0979002539914491,246,20,0.342685819143494,"no","",0.016989198919892,8888
"ISL2",347,5,0.569768995784173,"no",-0.0624086019298189,0.180615401651801,-0.0242641405553518,0.0692718148427498,262,4,0.253068860649557,"no","",0.00573807380738074,8888
"HIST3H3",337,14,0.569854127070035,"no",-0.18585812489625,0.181589652158495,-0.135791113464919,0.174780943228945,251,13,0.234173036230371,"no","",0.0252025202520252,8888
"AHR",303,39,0.569961968071651,"no",-0.0774993780049507,0.163849288695954,-0.0592781646833365,0.249370875712749,226,33,0.0742930655711379,"no","",0.0154140414041404,8888
"C4B",331,14,0.570075846068899,"no",-0.13171416034747,0.243789448191662,-0.0341308167098242,0.201217321130454,0,0,NA,NA,"",0.011026102610261,8888
"IDH3B",339,12,0.570765331493854,"no",-0.0770794742147434,0.185695962616901,-0.0150220538613446,0.124943900405717,253,12,0.6345429397255,"no","",0.00708820882088209,8888
"SGK110",348,8,0.570955536505376,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"PCK1",297,42,0.570964255589093,"no",0.0155735772773495,0.144486625824158,0.0234525738334772,0.120048775878427,227,31,0.260756753276913,"no","",0.0230648064806481,8888
"LOC100507203",348,5,0.571032136795393,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"CACNG1",332,19,0.571058768404843,"no",-0.0145189011675133,0.13406308511288,-0.0620137091882127,0.117623517587918,249,15,0.112552291428452,"no","",0.0189018901890189,8888
"RBM4",327,22,0.57110849498947,"no",-0.116220751143908,0.152828942426915,-0.110862629830442,0.166573018061984,242,20,0.453953745177825,"no","",0.0168766876687669,8888
"OR13G1",322,22,0.571319632412916,"no",0.118175623586933,0.125748088475562,0.106793325057275,0.0858480200907949,242,17,0.251851105780219,"no","",0.0295904590459046,8888
"TPBG",341,6,0.572056243652154,"no",-0.21594870438664,0.305073373311457,-0.239739473896357,0.201302800831462,260,4,0.271163521681569,"no","",0.00281278127812781,8888
"KLF10",321,28,0.572400636909845,"no",-0.00860173893901574,0.209970502013994,5.5280606570876e-05,0.263227527077386,240,24,0.217490545972636,"no","",0.0468046804680468,8888
"PPBP",343,3,0.572552951431269,"no",0.0172713545634958,0.160214969431609,-0.0711069029939196,0.160318625707475,259,2,0.533281327089414,"no","",0.0099009900990099,8888
"TNKS",313,2,0.572679267817479,"no",-0.0571863010484864,0.189452726227822,0.111713046770625,0.230959589076952,236,1,NA,NA,"",0.00517551755175518,8888
"ARHGEF4",342,2,0.573614935522214,"no",0.00254912093848532,0.155665464297488,-0.0280377873335788,0.0848777720315262,257,2,0.732982855884074,"no","",0.00292529252925293,8888
"RRP36",348,5,0.573848853049326,"no",-0.123432550002094,0.21005621897981,-0.123127684828977,0.27561418496939,261,4,0.39670847921487,"no","",0.0178892889288929,8888
"LOC728554",337,12,0.573851736193728,"no",-0.0512651352184928,0.297843724849342,-0.0104845780200789,0.299435693801134,0,0,NA,NA,"",0.0105760576057606,8888
"MED29",346,11,0.574114757272176,"no",-0.154266464280087,0.21413139953051,-0.119465059653056,0.0859910499187759,260,6,0.520960064573805,"no","",0.022952295229523,8888
"E2F1",333,19,0.574181158659823,"no",0.0062972650726848,0.141475905067526,0.0182260838393378,0.0903176274491263,252,13,0.561283856122011,"no","",0.0189018901890189,8888
"ANKRD36",295,18,0.574317187570897,"no",0.0470391846159229,0.162578415234126,0.0655783210419882,0.207788488541956,0,0,NA,NA,"",0.00618811881188119,8888
"HCN4",333,6,0.574700073630508,"no",-0.0592470947356271,0.153720591822951,-0.0362561870462426,0.13722676698831,254,5,0.195691820693279,"no","",0.00517551755175518,8888
"REV1",330,6,0.575031417421857,"no",-0.0568425068487067,0.186442157001499,-0.0590632187854518,0.120918882128869,246,6,0.236163284864114,"no","",0.00506300630063006,8888
"GAN",327,9,0.57550643873888,"no",0.0220713833195739,0.121669917003234,0.0638303598153314,0.0534192994035891,244,8,0.412985944946839,"no","",0.00202520252025203,8888
"COMT",326,24,0.575986209679189,"no",-0.0289458151906721,0.237981798312188,-0.0244875638042506,0.276757315590666,243,24,0.306848431129408,"no","",0.0122637263726373,8888
"CBX8",318,25,0.57602509435498,"no",0.0169767276559422,0.124346200465585,0.0340454199246267,0.0770773848063101,238,17,0.309673890788263,"no","",0.0184518451845185,8888
"LGALSL",353,2,0.576104236261151,"no",-0.0928876952839719,0.145875764997564,-0.0831367385900789,0.0585701924741621,266,2,0.284305977139684,"no","",0.00675067506750675,8888
"RBMXL2",335,3,0.576140427415584,"no",-0.0670421906843191,0.204537997793379,-0.0731643496517613,0.10879312313534,253,2,0.252562845144155,"no","",0.00135013501350135,8888
"COL4A1",303,16,0.576437726830187,"no",0.0250443436350436,0.172655629096899,0.0619169368404626,0.224030937460373,226,16,0.0663998076554401,"no","",0.0144014401440144,8888
"PSKH2",324,23,0.576453002196153,"no",0.0637109988968938,0.194739356749903,0.0560422067685667,0.230620120220007,238,22,0.0988346430107785,"no","",0.0306030603060306,8888
"DAK",341,5,0.576606888513923,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.00506300630063006,8888
"DUSP6",345,5,0.576680119839467,"no",-0.0335194964276564,0.174769181221265,0.00677416894791461,0.0826866408938911,260,5,0.320193068006996,"no","",0.00472547254725473,8888
"SDHA",286,50,0.576810978234328,"no",-0.0317959569532861,0.176891757438337,-0.0115662040078887,0.148913361730615,213,39,0.412023810419339,"no","",0.0448919891989199,8888
"RGMA",342,10,0.577430975622035,"no",0.00822276080784958,0.178940026632528,-0.00769160042532863,0.160850427803087,256,7,0.268118806348435,"no","",0.0133888388838884,8888
"ADCK5",290,51,0.577505265006278,"no",0.0356503071803553,0.127531301199124,0.0415580616113524,0.154078420608765,219,40,0.2609762399476,"no","",0.0622187218721872,8888
"GATA2",342,8,0.577669568679679,"no",0.0287355167095193,0.158377397958836,0.0136018182470092,0.0772339293097534,257,7,0.422466707745459,"no","AML_Act",0.0104635463546355,8888
"IGSF9",310,21,0.577990836256094,"no",-0.0553424218479856,0.235952791262871,-0.0165155576474991,0.161494759565658,233,17,0.0894534094937745,"no","",0.0366786678667867,8888
"NCK1",323,16,0.578142662318753,"no",-0.0212264068393241,0.172065006199291,-0.0502451468642248,0.161534269220721,240,12,0.881995736025572,"no","",0.0153015301530153,8888
"HOXB3",332,15,0.578221709228323,"no",-0.0768398879711772,0.169426676395485,-0.0269270316213353,0.132431985230733,248,10,0.375831610726843,"no","",0.0123762376237624,8888
"CHRNA2",329,3,0.578868143786877,"no",-0.412412166024636,0.314386800430621,-0.579931208029485,0.149292266980766,255,3,0.454429703190582,"no","",0.00236273627362736,8888
"CEACAM3",348,5,0.579448454035666,"no",-0.00565181368779023,0.187904913858576,-0.000382759921699934,0.0114205994420978,264,2,0.0810478341828261,"no","",0.0081008100810081,8888
"GPR17",345,3,0.579547419073298,"no",-0.0287836105195579,0.216802333374311,-0.030578935933967,0.127902145291412,258,3,0.511405474006804,"no","",0.00281278127812781,8888
"THEM4",326,31,0.579679375162755,"no",0.00041140292912098,0.192818842036084,-0.0254204804053429,0.129957431904674,245,24,0.0213324453023228,"no","",0.0411791179117912,8888
"RRN3P2",353,5,0.579723123285932,"no",0.112401338114443,0.27497432529385,-0.231621088376435,0.057105865413223,0,0,NA,NA,"",0.00922592259225923,8888
"GRK4",339,6,0.580044715927694,"no",-0.107473008918312,0.182445950251718,-0.0774788361764728,0.230716510211073,255,6,0.378920091955419,"no","",0.00573807380738074,8888
"FXR2",333,2,0.580165667109601,"no",0.0410361537617646,0.137131240666377,0.0231873774456359,0.0561599356289945,257,1,NA,NA,"",0.00157515751575158,8888
"UPF3A",318,19,0.580221035283911,"no",-0.0600444037791424,0.219401768887704,-0.128520368704898,0.216672284449233,237,17,0.363844843097907,"no","",0.0132763276327633,8888
"MC1R",339,8,0.580557324194318,"no",0.0379144126292169,0.160678352170253,0.00776320412868913,0.138098156660679,255,8,0.837039886275093,"no","",0.0036003600360036,8888
"BTBD9",337,7,0.580729987803752,"no",-0.0121967239479985,0.184913382455774,-0.0131226695081678,0.352685081560794,258,4,0.630380090083727,"no","",0.0129387938793879,8888
"KLF11",350,4,0.581229133968167,"no",0.0636996396437995,0.120744471698109,0.0339235872879263,0.0676469159176067,263,3,0.100665091812476,"no","",0.00731323132313231,8888
"GPR26",337,3,0.581476537440356,"no",-0.0475155556444607,0.337021879140392,-0.0319964565711679,0.082016930268489,258,1,NA,NA,"",0.00483798379837984,8888
"KDM6B",328,2,0.581594526152855,"no",-0.107329993466429,0.186267700202375,0.0403797645086286,0.0360160350686156,249,1,NA,NA,"",0.00191269126912691,8888
"RCOR1",335,10,0.581713608641963,"no",-0.0224018998031165,0.215382371268517,-0.0643412531205056,0.20123637924216,249,10,0.543665687448891,"no","",0.00641314131413141,8888
"MT1DP",348,6,0.58182714615106,"no",0.0683880187490422,0.166257901384575,0.0297309328760291,0.0381957464013659,0,0,NA,NA,"",0.0027002700270027,8888
"S1PR5",337,5,0.581930323985702,"no",0.0612543302531145,0.194026113945372,-0.0262634608490283,0.177262333052831,257,4,0.695067524966172,"no","",0.0153015301530153,8888
"MED22",351,4,0.581967733572059,"no",-0.0110381302544576,0.198894954003576,0.0387532736357543,0.0591269611956117,264,4,0.538418542822785,"no","",0.00472547254725473,8888
"MXI1",350,3,0.581990211562292,"no",-0.0209912139634493,0.186145410621558,-0.072386535225049,0.233447945478024,263,2,0.133930137725182,"no","",0.00135013501350135,8888
"GPR55",350,2,0.582035942903838,"no",-0.119501267465747,0.199181119305092,-0.0987244753625312,0.0175360675158578,261,2,0.590217349261647,"no","",0.00168766876687669,8888
"BAI3",306,9,0.582175361033468,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.00731323132313231,8888
"ENO3",337,3,0.582197598009757,"no",0.0273959742035099,0.1477645051428,-0.0381046444682178,0.0162941466339418,259,1,NA,NA,"",0.00247524752475248,8888
"POLL",347,2,0.58248445654942,"no",0.00504486676986426,0.22886926338389,-0.0715019550987916,0.0730352934731104,267,1,NA,NA,"",0.00112511251125113,8888
"CD79B",344,14,0.582487208495864,"no",-0.0210563819412688,0.224231677246436,-0.0274246800053111,0.146974476547564,256,12,0.243754306408696,"no","DLBCL_Act,NHLY_Act",0.0185643564356436,8888
"FRZB",338,7,0.582536087417214,"no",0.0606845935276078,0.118213546020328,-0.0134493737149226,0.0658933715912943,258,7,0.246465707328191,"no","",0.00686318631863186,8888
"DHX15",345,2,0.582573660486277,"no",-0.701101361914496,0.335332110878191,-0.420443324501737,0.176956053531885,260,1,NA,NA,"",0.00258775877587759,8888
"RAB6B",339,11,0.582575560705745,"no",-0.0293324766446954,0.163817027112817,0.019487373260763,0.161092604546289,256,9,0.643148881670592,"no","",0.0118136813681368,8888
"WNT5B",320,24,0.582590096375113,"no",-0.0289027072359446,0.159261776161702,-0.0740399309533246,0.153939124956621,242,19,0.331378891445632,"no","",0.0219396939693969,8888
"LYL1",344,8,0.582619764876944,"no",0.10003695923088,0.175551096421916,0.15373723659619,0.180773357300212,258,8,0.233776568261019,"no","",0.0165391539153915,8888
"JUND",340,4,0.583635472867248,"no",0.00516387154784191,0.252705920658622,-0.0501978842923015,0.274556519753186,258,4,0.313550294211433,"no","",0.0104635463546355,8888
"FLT4",318,12,0.583929270585785,"no",-0.0979288039004987,0.191950236475759,-0.0431871365234772,0.0993827655364225,243,9,0.0747635855364306,"no","ANGS_ambiguous,BLCA_ambiguous,HC_ambiguous,LUAD_ambiguous,LUSC_ambiguous,NB_ambiguous,SBCC_ambiguous",0.0109135913591359,8888
"TRMT5",346,7,0.584373703845613,"no",-0.0439111116997348,0.28104517082473,0.0163874270235954,0.203018298992901,260,5,0.570070156618512,"no","",0.00303780378037804,8888
"PML",336,5,0.58445336954534,"no",0.00838544784015293,0.17422597299301,-0.034780048372439,0.0807061809455582,252,4,0.135066827056348,"no","VV_LoF",0.00528802880288029,8888
"SUV39H2",347,2,0.584709058742094,"no",-0.0584388478071948,0.180460078149881,-0.0601441207480576,0.0617917195106594,259,2,0.115639916628395,"no","",0.00832583258325833,8888
"ATP13A2",332,3,0.584749763101041,"no",0.0124172215482209,0.179719235835214,-0.0798624020255633,0.139866172178543,251,3,0.783279121533275,"no","",0.00427542754275428,8888
"PACSIN2",341,2,0.58487474376089,"no",0.0172725076057385,0.171998432114058,0.135706149514977,0.170948183601653,259,2,0.286585070300119,"no","",0.00348784878487849,8888
"LDHB",332,17,0.584929524419557,"no",-0.114981502895052,0.201555139337801,-0.110925060056835,0.147289341033546,253,11,0.539147689930676,"no","",0.0154140414041404,8888
"ARVCF",312,22,0.584968557643723,"no",-0.017996866616973,0.174534950699425,-0.026053491460503,0.162110732170488,237,22,0.4428338420475,"no","",0.0122637263726373,8888
"RAB4A",337,15,0.585113765705894,"no",-0.0170599128971545,0.159435815906196,-0.0187314490894782,0.123814804972632,253,13,0.342140025529141,"no","",0.0253150315031503,8888
"ADIPOR1",346,10,0.585130547455728,"no",0.0290436011143197,0.125835001652908,0.124746749179743,0.211835773915112,256,10,0.30019944522601,"no","",0.023964896489649,8888
"BARX2",334,7,0.585293914831488,"no",-0.00737596032483389,0.215438218928729,0.0405624488025988,0.2439566200619,250,5,0.0681401809753902,"no","",0.00663816381638164,8888
"PHF17",338,2,0.585676699077487,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
