"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_amplification_frequency","tcga_nrSamplesInGisticData"
"ATRNL1",331,3,0.843619629563697,"no",-0.0981540246900246,0.266159940658284,-0.0744374902279343,0.309401204985851,251,2,0.625106446017949,"no","",0.00326282628262826,8888
"CLK3",339,5,0.843717300820303,"no",0.0423132038897722,0.166950383557846,0.0311069012229823,0.0763438404981282,256,4,0.485776892491331,"no","",0.00506300630063006,8888
"OR4K15",336,11,0.843764957519167,"no",0.00998856296645987,0.141682616493029,0.0351098211593126,0.113982947976571,254,9,0.602966660612836,"no","",0.00933843384338434,8888
"RCOR3",340,10,0.843983751891634,"no",-0.0055157391872787,0.125670218059247,-0.0357849236638951,0.0813538407138914,252,10,0.122177284832326,"no","",0.0199144914491449,8888
"GINS4",339,9,0.843986715479068,"no",-0.346703125057258,0.320721455322935,-0.198244368557822,0.242437814077705,254,6,0.566634773665543,"no","",0.0324032403240324,8888
"DNAJC3",333,17,0.844147321977872,"no",-0.0763309520948305,0.23045730496656,-0.149972424996055,0.267311679123906,251,15,0.611222008918345,"no","",0.00945094509450945,8888
"ZNF92",327,14,0.844235429218782,"no",0.0223941131013573,0.169301805062905,-0.0326881543735532,0.288409524018649,245,10,0.560076040382062,"no","",0.00843834383438344,8888
"GLDC",298,13,0.844437837713479,"no",0.0614654619052262,0.166614989894819,-0.00666412886072685,0.129923472841897,222,12,0.275045171886848,"no","",0.0123762376237624,8888
"ACADL",347,3,0.844622478744989,"no",0.0660770920818802,0.135090481782136,0.096141415380134,0.0529862889815551,261,3,0.120124473835453,"no","",0.00326282628262826,8888
"TSC2",318,2,0.84494937783327,"no",0.0144764743897655,0.289060186852344,0.167533895158715,0.147605062670528,242,3,0.132353005610109,"no","ACY_LoF,BLCA_LoF,HC_LoF,PAIS_LoF,RCH_LoF,SSCC_LoF",0.00798829882988299,8888
"PELP1",328,4,0.844958345153021,"no",-0.365469707949018,0.304935583738191,-0.356236712813839,0.225204791925751,254,2,0.491660431174727,"no","",0.00281278127812781,8888
"BIRC2",328,17,0.845116334914481,"no",-0.0513414633045036,0.161555592778692,-0.0175420173731195,0.127458229897164,244,17,0.1822524359192,"no","",0.0137263726372637,8888
"FOXS1",328,25,0.845337034094745,"no",-0.00460507874438227,0.126370915364635,-0.00239726281961262,0.116350390248757,247,20,0.460185260712502,"no","",0.0230648064806481,8888
"ZNF202",334,4,0.845517928508108,"no",-0.00792084371879033,0.166925360059726,0.0417282482035762,0.136586284109134,252,3,0.119611574769026,"no","",0.00438793879387939,8888
"ELL3",345,2,0.845816694689611,"no",-0.127567712786027,0.305612496629042,-0.225947385841544,0.029683562779497,262,2,0.327044353842499,"no","",0.000675067506750675,8888
"SHC4",332,4,0.846004395445303,"no",0.0418159849241651,0.202436259850871,0.0757586088367622,0.139243084823599,247,4,0.499792794752873,"no","",0.00191269126912691,8888
"CYP2S1",341,5,0.846011278621852,"no",0.0267462408667958,0.204596230053297,0.0329823042356611,0.0439884105106867,260,3,0.357936983903651,"no","",0.00843834383438344,8888
"ASS1",347,3,0.846167921933842,"no",0.0207250876076697,0.190379571182794,0.108447841758282,0.17807949907226,263,4,0.502257897701249,"no","",0.00427542754275428,8888
"FGF10",309,39,0.846176177037998,"no",0.0121474462624696,0.134900620517971,0.00316402950989253,0.115477244238717,228,33,0.0545486829199894,"no","",0.0271152115211521,8888
"GRM7",318,4,0.846297462489805,"no",-0.0279497070128586,0.226374085728378,-0.0701850969879529,0.149266637027761,241,2,0.497858093539576,"no","",0.00877587758775878,8888
"MMP2",333,6,0.846642388768585,"no",-0.0410926639021329,0.152460778273545,-0.120445803765363,0.108895685472016,256,4,0.349085500344145,"no","",0.00258775877587759,8888
"CTNNBIP1",352,2,0.846686985863831,"no",-0.0820501066046873,0.189333958865456,-0.153470066806503,0.040207867161811,263,1,NA,NA,"",0.00573807380738074,8888
"CDK10",337,8,0.847152388147474,"no",-0.0329548116037534,0.168666407114709,-0.0565273608538919,0.0738953620976272,253,8,0.515864688561122,"no","",0.0036003600360036,8888
"CEL",327,7,0.847285685920299,"no",-0.0991604398282469,0.193683116620483,-0.0920451356147986,0.132128563659466,246,6,0.202816790941489,"no","",0.00472547254725473,8888
"EEF1G",348,5,0.847489626803011,"no",-0.310511918220738,0.299170210537077,-0.192050239768834,0.097264891117072,262,4,0.502850923720441,"no","",0.00528802880288029,8888
"FBLN1",327,2,0.84761038858257,"no",0.0442549284964676,0.141755951340328,0.132627235493566,0.0865777944018746,250,2,0.39412016363616,"no","BC_Act",0.00315031503150315,8888
"TREML2",345,7,0.847624157634172,"no",-0.0120055232226031,0.150715825515411,-0.0725157114592905,0.119727533232735,259,5,0.485253124931577,"no","",0.015976597659766,8888
"RIPK4",322,5,0.847841702643263,"no",0.0418907930415488,0.155944875086604,-0.0895456481990144,0.0998615407757835,245,3,0.020569327321609,"no","",0.00405040504050405,8888
"MYSM1",342,9,0.847861010358417,"no",0.0373041232128271,0.173698503099828,0.0453642483492147,0.118143325406654,254,8,0.0837173559909761,"no","",0.00787578757875788,8888
"E2F6",351,4,0.848277547200787,"no",0.0478770665111163,0.210985608923558,-0.0816193772843681,0.257940840985637,262,3,0.44319709456141,"no","",0.00686318631863186,8888
"ARG2",350,6,0.848369675549023,"no",0.0677995424499174,0.143513927619086,0.0138909900157028,0.133475239900623,264,5,0.109063776890768,"no","",0.00225022502250225,8888
"TBC1D10C",320,26,0.849651317019423,"no",-0.0410438702612728,0.20662936025793,-0.0500764597630978,0.218360513742951,239,23,0.0533129946260533,"no","",0.0226147614761476,8888
"TLCD1",346,8,0.849867935221143,"no",-0.0778417733368631,0.17909944651206,-0.0628994524406567,0.117836194905194,261,6,0.376194641231014,"no","",0.0140639063906391,8888
"CELP",348,7,0.849936656559128,"no",0.0768503007847533,0.276846511680626,0.119402021223902,0.270574192862556,0,0,NA,NA,"",0.00472547254725473,8888
"COL15A1",321,4,0.85003987243064,"no",0.0439055703694041,0.189083658824859,0.047431521296261,0.27091921329849,243,3,0.205539168594106,"no","",0.0027002700270027,8888
"ELP2",326,6,0.850153467468764,"no",-0.141704954975123,0.190087117738132,-0.117324876332331,0.139975176430528,245,5,0.678141890465783,"no","",0.00798829882988299,8888
"DNAJC7",347,4,0.85022117589695,"no",-0.0405742886094689,0.156785136067122,-0.0302506217645616,0.0317148952773176,262,2,0.395942080507315,"no","",0.00618811881188119,8888
"KIAA1967",339,5,0.850226447121421,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"LEPREL2",349,9,0.850322718238355,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0166516651665167,8888
"LRRC20",349,2,0.85034790227086,"no",-0.0161811817777686,0.158378404307805,0.0903196681941474,0.0717571876902686,265,1,NA,NA,"",0.00416291629162916,8888
"VSIG10",344,4,0.850600581346069,"no",0.0298653518909995,0.13248230546765,0.0532675160463524,0.0329224333803444,262,2,0.888179962295633,"no","",0.00461296129612961,8888
"COL4A3",317,2,0.850829937406361,"no",-0.203339155977762,0.290819475051026,-0.0520195311444812,0,243,2,0.429331203201509,"no","",0.0027002700270027,8888
"HTR3B",333,5,0.850884502106454,"no",0.0347175951544275,0.188692168749929,0.120431497198762,0.0451534437362743,247,4,0.231044037567207,"no","",0.00258775877587759,8888
"ELK3",346,4,0.850959984689603,"no",-0.0115791956926114,0.137784761827918,0.0619976114704227,0.0854043359037809,257,4,0.177865446969945,"no","",0.00528802880288029,8888
"TRPT1",348,9,0.851050870284332,"no",-0.0178562968339493,0.202770043578718,0.0622946946214682,0.100215564166462,259,9,0.402413300808456,"no","",0.00427542754275428,8888
"TDRD7",343,6,0.851059826816338,"no",0.0169867292123723,0.143900830976925,0.0872906869946775,0.150504836131319,256,6,0.198580697210371,"no","",0.00258775877587759,8888
"SPRR1B",335,22,0.851153213873851,"no",-0.00531281286475918,0.163488472651708,0.0339386876066431,0.159476889584835,252,18,0.588980028272055,"no","",0.0371287128712871,8888
"ELL",342,4,0.851174780722601,"no",-0.176348030655496,0.211988589527563,-0.0228286212695911,0.261563502790223,258,4,0.488268105331311,"no","CM_ambiguous,HNSC_ambiguous,OV_ambiguous",0.0106885688568857,8888
"PEX7",341,5,0.851283627086365,"no",0.00675752990363794,0.188441021740244,-0.0535237251567578,0.0263993082509504,258,2,0.229648462094961,"no","",0.0063006300630063,8888
"BTN1A1",334,6,0.851412145176366,"no",-0.047717237471895,0.153040982647644,-0.0655264655525976,0.0693533775774924,253,2,0.158502469382646,"no","",0.00877587758775878,8888
"KCNH7",325,7,0.851649459087092,"no",0.0322074818796002,0.187784647382663,0.0579062150807591,0.217329009409679,243,5,0.717937643899676,"no","",0.00472547254725473,8888
"GTF2IRD1",322,10,0.851756221692886,"no",-0.00220315176039474,0.158126455881786,-0.0262792531848866,0.0899934860302074,240,10,0.0933816033499294,"no","",0.0117011701170117,8888
"ZBTB26",343,4,0.851802658946076,"no",-0.0606098523763769,0.194047483583653,-0.0274202750373479,0.0434432379610859,258,5,0.527035383438574,"no","",0.00427542754275428,8888
"MARK4",341,5,0.851944956978807,"no",0.018856963682355,0.228962866810532,-0.0504725633489619,0.0934537601834348,255,3,0.500504844071419,"no","",0.00798829882988299,8888
"TBC1D22B",341,5,0.852055949779209,"no",-0.0555286321465236,0.155787548880708,-0.105700882474231,0.251375553761692,259,4,0.379608123109605,"no","",0.012038703870387,8888
"HES1",318,36,0.852343549125109,"no",0.0464879033711649,0.142607914605313,0.0408253824839242,0.103038957251556,239,26,0.218552380546335,"no","",0.0526552655265527,8888
"WDR66",342,2,0.852432450557696,"no",0.042898827125189,0.16705873040518,0.0774261773238948,0.0599867588608942,254,2,0.412053380379861,"no","",0.00393789378937894,8888
"TARDBP",348,2,0.852786242068761,"no",-0.361126749815037,0.315216642409922,-0.22758469543219,0.154157919871731,263,1,NA,NA,"",0.00607560756075608,8888
"MMP8",328,15,0.853165159831728,"no",-0.0377839055295233,0.204927734945491,0.00477910296688091,0.224312517213927,239,15,0.0375134869721537,"no","",0.0141764176417642,8888
"KCTD4",349,4,0.853334057504549,"no",-0.00516995307461702,0.157865882380971,-0.0502047469465546,0.130609082129152,265,3,0.262650773639006,"no","",0.00483798379837984,8888
"FIP1L1",335,9,0.853482487735143,"no",-0.661815098113646,0.427448809225862,-0.518920276357033,0.242969855098039,253,9,0.743365392901536,"no","",0.0148514851485149,8888
"ARHGAP12",341,6,0.853606468847824,"no",-0.00254821608009192,0.152389339620303,-0.0212099078027266,0.0688885299832426,254,6,0.00604701316977933,"no","",0.00686318631863186,8888
"LOC100630923",337,20,0.853623576292559,"no",-0.0236930988600257,0.192285305449046,-0.0258704181370079,0.169125688450869,0,0,NA,NA,"",0.0138388838883888,8888
"PRKRIP1",330,20,0.85386681880338,"no",0.146334967069435,0.177265388903415,0.210057525108859,0.127867627618764,247,15,0.470369536208811,"no","",0.0135013501350135,8888
"PTPMT1",347,7,0.854169634074209,"no",-0.0207818723860318,0.183794494918994,-0.175044243535844,0.130687540734942,260,6,0.540178238888275,"no","",0.00416291629162916,8888
"CPD",328,5,0.854305724396276,"no",-0.0885654143512934,0.224047825579389,-0.0421348404721242,0.231238336598374,250,4,0.746986720350021,"no","",0.00933843384338434,8888
"MED24",331,16,0.854431550777359,"no",-0.167305084358063,0.280748807728468,-0.0366070130045942,0.167988278107185,250,12,0.312102217546862,"no","",0.0275652565256526,8888
"SNRPA",342,5,0.854692121644684,"no",-0.582680134573911,0.412639940687253,-0.548816427472917,0.459922835959055,259,3,0.38486391359901,"no","",0.0118136813681368,8888
"CRIM1",333,6,0.854727872488113,"no",-0.00914540844084802,0.152478852170536,-0.0223236594222069,0.0594701769362956,250,7,0.139144120055672,"no","",0.00416291629162916,8888
"TMEM67",321,22,0.854892709652938,"no",-0.132130974919825,0.215633672138017,-0.105604281784301,0.260306369047986,238,21,0.0741531418844324,"no","",0.0342034203420342,8888
"UNC45A",334,8,0.854988021534643,"no",-0.118523472051049,0.172791877238803,-0.0888285041860606,0.126488203030292,252,5,0.555722341395722,"no","",0.0118136813681368,8888
"UPK1A",340,12,0.855004235979223,"no",0.0854818585776818,0.148683077378314,0.10419721263056,0.109821734739131,256,7,0.0207032851612428,"no","",0.0216021602160216,8888
"SULT6B1",344,6,0.855059392236323,"no",-0.155239517814716,0.282022830153743,-0.0934954146700775,0.0619474993970194,257,8,0.651205962135797,"no","",0.00337533753375338,8888
"TMPRSS2",338,5,0.855358527553397,"no",-0.140786553636906,0.297997440203513,-0.124577582436404,0.0904874683674452,256,3,0.222951158516512,"no","",0.00472547254725473,8888
"MAT2A",346,8,0.855589760078746,"no",-0.353828224104591,0.433871453568573,-0.244544511541741,0.267659613528722,260,6,0.511320214226574,"no","",0.00596309630963096,8888
"HDAC9",287,37,0.855792833502266,"no",0.0432576690190866,0.190642341939001,0.117010056641446,0.202932901375987,210,34,0.567896036657158,"no","",0.01496399639964,8888
"KMT2D",264,4,0.856257328690311,"no",-0.0668428009871574,0.265436657389891,-0.0053503822585486,0.190013789282536,202,2,0.440058307539057,"no","ACY_LoF,ALL_LoF,AN_LoF,BLCA_LoF,BRCA_LoF,CESC_LoF,CH_LoF,CLL_LoF,DLBCL_LoF,ESCA_LoF,GBM_LoF,HC_LoF,HGG_LoF,HNSC_LoF,LUSC_LoF,LY_LoF,MBL_LoF,MESO_LoF,NB_LoF,NHLY_LoF,NSCLC_LoF,OV_LoF,PAAD_LoF,PIA_LoF,PRAD_LoF,RCH_LoF,SBCC_LoF,SCLC_LoF,SSCC_LoF,ST_LoF,UCEC_LoF",0.00326282628262826,8888
"KAT7",332,19,0.856530824824637,"no",NA,NA,NA,NA,251,13,0.798383238714155,"no","",0.0128262826282628,8888
"C19orf80",343,6,0.856623297030358,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0145139513951395,8888
"KMT2A",285,8,0.856648861968713,"no",-0.0253154118942922,0.23910771637826,0.0211436001165961,0.30509609921277,214,7,0.754093145488066,"no","ACC_LoF,BCNET_LoF,BLCA_LoF,CM_LoF,ESCA_LoF,HC_LoF,OV_LoF,PRAD_LoF,SBCC_LoF,THCA_LoF",0.00708820882088209,8888
"DAZL",345,4,0.85679910690756,"no",0.0156385202366486,0.14378604769353,0.0177619074036522,0.0818636748129728,262,4,0.299281762321283,"no","",0.00573807380738074,8888
"RAPGEFL1",337,14,0.857558145147971,"no",-0.0689407346013949,0.206110478186458,-0.0627843441713925,0.256227432073301,252,10,0.120766736770927,"no","",0.0228397839783978,8888
"PIK3CB",323,16,0.857781421429022,"no",0.030883702635917,0.121773878780222,0.0291739794960664,0.090547110164968,248,11,0.903501497312224,"no","BLCA_Act,GBM_Act,PRAD_Act",0.0175517551755176,8888
"ERI1",326,5,0.857784570114338,"no",0.0141638298997591,0.132277802956063,-0.0662474848911993,0.0284668948715723,253,2,0.169180476366248,"no","",0.00495049504950495,8888
"SAP30L",351,5,0.85789732681396,"no",-0.0347443651171545,0.197609841366849,-0.0303562407741696,0.168286628365376,262,4,0.258326254768537,"no","",0.00607560756075608,8888
"PDE3A",312,15,0.858133133646368,"no",-0.0526400710309326,0.159368239331773,-0.0193402684565957,0.121178063221095,239,11,0.857288365320676,"no","",0.015976597659766,8888
"GCM1",349,6,0.858167544646432,"no",-0.017523562796418,0.19987150142952,0.0935078141332795,0.0744735840527093,259,5,0.157326451738741,"no","",0.0119261926192619,8888
"PDE8A",339,7,0.858171992080515,"no",-0.0619023376716365,0.184161234107352,0.00954608878007814,0.127044658264589,258,4,0.544000472378266,"no","",0.00956345634563456,8888
"ZMYND8",307,25,0.858468650780207,"no",-0.0511459636300196,0.157870694665115,-0.0214515425040015,0.0646286211685671,237,16,0.868854265711414,"no","",0.0199144914491449,8888
"PEX1",305,29,0.858488219823701,"no",-0.0505853789396906,0.202629381847258,-0.0192641926329829,0.184829933107954,236,20,0.45531801449558,"no","",0.0198019801980198,8888
"SLC22A7",344,4,0.858591882421731,"no",0.110259456075612,0.169055548002938,0.195712310509622,0.156694214705561,260,3,0.0692930550192829,"no","",0.0192394239423942,8888
"DCP2",344,5,0.858664181234416,"no",-0.0325357988892148,0.1535239242745,0.170815176841231,0.148590184428763,263,3,0.922658316711592,"no","",0.00281278127812781,8888
"KCNK18",342,3,0.858739944484007,"no",-0.0756520774093008,0.196742720044454,-0.0729083757255346,0.0173133281794838,261,2,0.419422987228595,"no","",0.00225022502250225,8888
"TRIM17",330,13,0.858797291066064,"no",0.00684720896471698,0.13845092992284,-0.0696429062918343,0.218360949628451,246,12,0.475235724988879,"no","",0.0252025202520252,8888
"NWD1",313,4,0.858941717078756,"no",-0.0261288411812306,0.151476767852503,0.0706821926636498,0.282658352675816,232,4,0.379298989883458,"no","",0.0128262826282628,8888
"KIAA1549",295,17,0.859127691837122,"no",-0.252341568147857,0.364237567691926,-0.265223216740511,0.320677346268144,221,13,0.0849771603470995,"no","",0.0118136813681368,8888
"GMCL1P1",341,9,0.85932630118687,"no",0.114844561404355,0.233796291631887,0.119550580933136,0.105133987320985,0,0,NA,NA,"",0.0103510351035104,8888
"UBE2V2",344,12,0.859335291742193,"no",-0.109282009980483,0.18703725121555,-0.144037738077877,0.131942570094094,259,10,0.379119353766394,"no","",0.0223897389738974,8888
"SKIV2L",325,14,0.859374009533212,"no",-0.00589125220344892,0.148187117882198,0.0513300968107566,0.195571134096631,248,10,0.611845266197392,"no","",0.011026102610261,8888
"KLHL3",344,3,0.859387030595158,"no",-0.0281020869996128,0.17907961120639,0.1453669305781,0.0675145280112597,263,2,0.710245482985142,"no","",0.00596309630963096,8888
"DGKB",289,44,0.859698718043015,"no",0.0327544199339875,0.172662693165884,0.0297155247923677,0.303877049611764,220,38,0.592593126364097,"no","",0.0141764176417642,8888
"SLC4A8",322,6,0.860474327994557,"no",0.0101880969363763,0.161108092857826,0.0501306458210885,0.0447218125706388,245,4,0.59108081342665,"no","",0.0045004500450045,8888
"SLAMF7",329,21,0.860668073810633,"no",-0.126566906020093,0.222436593814129,-0.096109555058003,0.0982365668118515,248,18,0.211052328379578,"no","",0.0384788478847885,8888
"SARDH",329,4,0.861647664043741,"no",-0.021356536068699,0.222220079564016,0.0108616334321453,0.0934410180864679,247,4,0.288632708568251,"no","",0.0045004500450045,8888
"TNFSF4",340,16,0.861789917540035,"no",-0.0170376721213858,0.133750360961433,0.0580913169192654,0.103022119069055,252,16,0.186571856669809,"no","",0.0273402340234023,8888
"MLH3",321,9,0.861838185045848,"no",0.0410727206341557,0.108589683508522,0.0424949627851064,0.0560096243451192,242,9,0.204232570866342,"no","",0.00382538253825383,8888
"GSTP1",325,27,0.862040413628314,"no",-0.0505735522918369,0.184515333922387,-0.013483977335061,0.216856767176798,244,23,0.0199979528112983,"no","",0.0258775877587759,8888
"GPRC5B",348,6,0.862068820276956,"no",-0.110270692342332,0.206130312870138,-0.24239235723215,0.0820090694948242,259,5,0.0629042052536803,"no","",0.00742574257425743,8888
"ARL2",344,13,0.862072192774708,"no",-0.0211317012095815,0.145694399984591,-0.00210938869639482,0.0874998369517925,255,13,0.509302332861418,"no","",0.0104635463546355,8888
"CYP2D7P1",347,4,0.862133843153672,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"P2RY6",337,13,0.862142047117516,"no",0.00082639504111199,0.179490790553237,-0.0564991835481872,0.273829242590296,254,10,0.108067029407331,"no","",0.0223897389738974,8888
"CYP2D6",337,4,0.862400119474351,"no",NA,NA,NA,NA,255,4,0.509495924759519,"no","",0.00348784878487849,8888
"PDE6A",332,6,0.862685657058993,"no",-0.0115187292823717,0.180038847351567,0.0483019725494354,0.0970961207808681,253,5,0.861876364076742,"no","",0.00742574257425743,8888
"TEK",304,3,0.862896174191981,"no",-0.0609760928327332,0.174094384152729,-0.109255792084898,0.240917213143756,228,3,0.634609492742205,"no","",0.00573807380738074,8888
"DUSP19",344,8,0.862943269164659,"no",0.0406149915085689,0.244983110479694,-0.00082256888813865,0.136479716990467,257,8,0.189399096607801,"no","",0.00652565256525653,8888
"CR1L",332,11,0.862946731187224,"no",0.034403061453754,0.173913039281542,0.0367631920821027,0.157873895016571,249,11,0.240146858058389,"no","",0.0220522052205221,8888
"FCGR2A",320,24,0.86303105005455,"no",0.0670347149235305,0.174309839708169,0.083337143657798,0.15313584607077,240,22,0.264212401815727,"no","",0.0369036903690369,8888
"FBXW2",355,2,0.863298957197759,"no",0.00423464688604394,0.18161452555066,0.0390797819923329,0.0085211981372885,267,2,0.42013874668874,"no","",0.00326282628262826,8888
"OR6F1",321,21,0.863585093062067,"no",0.0352351552060068,0.140421472417357,0.0327121868434834,0.144382055210768,242,17,0.466363238861431,"no","",0.0295904590459046,8888
"ATOH8",348,7,0.863635925584305,"no",-0.0705751553045051,0.166114455737419,-0.145985461061425,0.0862551506898973,263,5,0.18088217832604,"no","",0.00618811881188119,8888
"THRSP",341,15,0.863830711905709,"no",-0.0791727610392635,0.223068439171132,-0.0466131175800459,0.147793941175854,256,11,0.0726834038777648,"no","",0.0277902790279028,8888
"SOX13",342,10,0.863900636984241,"no",0.0918271892345304,0.15227763931458,0.130410152230915,0.203915059811359,254,10,0.508041783707344,"no","",0.0301530153015302,8888
"TDRKH",322,31,0.863906169897434,"no",0.0127459428933731,0.130953573698619,0.0446704285519188,0.0962685192108347,239,24,0.251066710836198,"no","",0.041966696669667,8888
"FAM58BP",345,12,0.864022952762368,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"SLA",311,39,0.864121489872879,"no",-0.026805555858823,0.203574439829927,-0.00105160140913082,0.0953177196619097,233,32,0.653427032184295,"no","",0.0645814581458146,8888
"OR10G2",344,5,0.864170700174507,"no",0.0248128346585529,0.142143231143796,0.132157598045616,0.059367023602024,259,5,0.477892102584691,"no","",0.00765076507650765,8888
