"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","DeleteriousDnDs","intogen_gene_role","tcga_deleterious_mutation_frequency","tcga_nrSamplesInMutData"
"EVC",322,7,0.0219057137523358,"no",-0.0485305097172939,0.206553262369293,-0.11958891966403,0.0949034389358463,237,6,0.352556383933202,"no",1.125,"",0.00204277817832252,8322
"LRP5",306,3,0.0220239565848624,"no",-0.0225633493584476,0.203541479577023,-0.0612745111341721,0.0690291620837304,229,1,NA,NA,0.266666666666667,"",0.00228310502283105,8322
"LRP4",319,5,0.0223777829441739,"no",-0.0650108155555545,0.216257688789657,-0.185777810857636,0.140804870657217,242,5,0.833649533939245,"no",0.4375,"",0.00336457582311944,8322
"RPA3",314,2,0.0227307271615331,"no",-0.444154548353081,0.37218224561253,-0.752681886796343,0.380444646852918,233,2,0.503665874273888,"no",4,"",0.000480653689017063,8322
"NLRP12",327,3,0.0227421662416443,"no",-0.169283348831732,0.320876591577151,-0.244023417599002,0.274999534244603,250,1,NA,NA,0.357142857142857,"",0.00240326844508532,8322
"ERBB4",307,10,0.0228383869069605,"no",-0.219300091708658,0.292314254942566,-0.384691985017889,0.198223486518445,230,8,0.721782793704506,"no",0.611111111111111,"BLCA_LoF,BRCA_LoF,ESCA_LoF",0.00901225666906993,8322
"MKI67IP",344,3,0.0228696379361838,"no",NA,NA,NA,NA,0,0,NA,NA,1.25,"",0,8322
"TRAF7",341,4,0.023447516376689,"no",-0.234858355580263,0.36259329559148,-0.298369755532053,0.109003904361326,257,2,0.65751040225977,"no",0.5,"",0.000841143955779861,8322
"DLST",348,2,0.0238153385631848,"no",-0.108754943027531,0.337999570340608,-0.15524950474973,0.0942825512066715,258,1,NA,NA,0.75,"",0.00132179764479692,8322
"CDYL",328,3,0.0238507262678449,"no",-0.0847451856908392,0.181685562998655,-0.170822120041817,0.101601000897106,251,2,0.395711670384742,"no",0.363636363636364,"",0.00204277817832252,8322
"TRA2B",328,2,0.0244256934190168,"no",-0.249976499965966,0.302807009499968,-0.285185782152702,0.013937902563252,248,1,NA,NA,1,"",0.00120163422254266,8322
"RASAL3",328,2,0.0244795776165639,"no",0.0141062030853087,0.177349799672869,-0.0659101767752603,0.123454064706316,250,0,NA,NA,0.272727272727273,"",0.00108147080028839,8322
"WDR46",344,5,0.0246894990211294,"no",-0.861121169214727,0.351186646295139,-1.01559156538502,0.392670045839657,261,3,0.475709142293635,"no",1.5,"",0.000841143955779861,8322
"PIK3R1",324,18,0.0247539748960448,"no",0.0209083860748676,0.152915298896944,-0.0573635284422722,0.203272891720066,252,10,0.00360685659062305,"no",6,"ACY_LoF,BRCA_LoF,CH_LoF,GBM_LoF,HNSC_LoF,LGG_LoF,OS_LoF,ST_LoF,UCEC_LoF,UCS_LoF",0.0331651045421774,8322
"GNB4",326,2,0.0249612604416506,"no",-0.00545134166985276,0.128593566633522,0.0303829745297929,0.0379540431662639,245,2,0.385877613685346,"no",0.75,"",0.00120163422254266,8322
"PPIL4",342,2,0.0250869288545011,"no",-0.180769254703327,0.250896008298734,-0.572190404294711,0.356067765269026,257,2,0.451740591165371,"no",0.75,"",0.00156212448930546,8322
"PKP4",335,4,0.0250869962739988,"no",-0.263189232493584,0.295320561558593,-0.458522693260313,0.419538788296201,253,2,0.399431756210916,"no",1.25,"",0.00408555635664504,8322
"IRF8",337,3,0.0254280544504802,"no",0.00725621621581217,0.16303920967677,-0.0936352893630279,0.0511716139758905,253,1,NA,NA,0.8,"",0.00120163422254266,8322
"AURKA",318,2,0.0259249064168385,"no",-0.382689685786744,0.318216690837132,-0.756815153910797,0.238156239806216,239,2,0.471447803490937,"no",1,"",0.000480653689017063,8322
"SP100",339,5,0.0259817439581603,"no",-0.00323092766738299,0.162046877996692,-0.0122156809416321,0.0826416166405977,254,3,0.602805405949572,"no",1,"",0.00516702715693343,8322
"CDKN3",347,4,0.0266247634801461,"no",-0.00586819688672682,0.162665276295691,0.000423177329506152,0.137601434789065,264,2,0.727848661173684,"no",5,"",0.000240326844508532,8322
"BNC1",327,6,0.0269137979990382,"no",-0.0341252476915569,0.191965263235528,-0.136760136838727,0.0801037145833499,247,5,0.771866402882087,"no",0.470588235294118,"",0.00288392213410238,8322
"TTC37",334,8,0.0269975671789756,"no",-0.0388330082695609,0.149314810901269,-0.132810869451143,0.37483807415272,257,5,0.216431733099941,"no",1.28571428571429,"",0.00468637346791637,8322
"PRMT8",336,2,0.0272870019160937,"no",-0.121932317125544,0.182626301442777,-0.411872997051719,0.261642069740418,249,2,0.139849020095089,"no",0.75,"",0.00216294160057678,8322
"PLXDC2",327,2,0.0275483385167367,"no",-0.0335971353717495,0.178772636329602,-0.132024700854482,0.00531516261257001,250,1,NA,NA,1.33333333333333,"",0.00360490266762797,8322
"PRKDC",287,11,0.0277673239279987,"no",-0.129594598009069,0.282637205269126,-0.17988334332739,0.217190008611776,0,0,NA,NA,0.433333333333333,"",0.0180245133381399,8322
"PPP2R2B",340,4,0.0278385925616435,"no",0.0304969682679904,0.159780012265392,-0.0442518033524461,0.125540049168386,258,2,0.710158328800777,"no",0.555555555555556,"",0.00192261475606825,8322
"NRBP1",342,2,0.0279054792383635,"no",-0.206958096150767,0.298506189332446,-0.366876055383055,0.166421613161864,257,1,NA,NA,0.375,"",0.00240326844508532,8322
"RAD54L2",329,4,0.0280334392638999,"no",0.0145870101334555,0.196513621356868,-0.0207162729097198,0.0536207272771334,246,3,0.371795375274395,"no",0.833333333333333,"",0.00372506608988224,8322
"EPHA2",329,10,0.0283725473937255,"no",0.0330178935063899,0.174050035225804,0.0261176012213957,0.24690528731635,253,6,0.374844008884289,"no",1.07142857142857,"CH_LoF",0.0102138908916126,8322
"ADCY7",328,4,0.0286143239199086,"no",-0.0124675928100085,0.157492725531801,0.037446678755081,0.12182231413211,255,1,NA,NA,0.833333333333333,"",0.00216294160057678,8322
"BCLAF1",309,8,0.0286469642349789,"no",-0.286754065276518,0.290247255185389,-0.379651152896983,0.189630349402692,237,5,0.472547501622274,"no",1,"AML_Act,CM_Act,ST_Act",0.00348473924537371,8322
"SPEG",286,14,0.0286492115914368,"no",0.0437363905235348,0.129180489563777,-0.0112193584002388,0.090874510422975,222,7,0.677916055480271,"no",0.575757575757576,"",0.0105743811583754,8322
"MATN2",312,2,0.0287517350880009,"no",0.0416959779273642,0.169662026864691,-0.0863442485289819,0.103144624510954,236,1,NA,NA,0.176470588235294,"",0.00192261475606825,8322
"ASTN2",312,4,0.0288090660502405,"no",-0.231517941975247,0.223270709231955,-0.419133598880598,0.126009780673656,241,1,NA,NA,0.227272727272727,"",0.00612833453496756,8322
"NOTUM",323,5,0.0288710520635218,"no",0.00335744658331662,0.153084524910072,-0.0531444324624918,0.041826802119289,245,3,0.910464729881514,"no",1.2,"",0.00168228791155972,8322
"ECHS1",332,3,0.0289227922036073,"no",0.0281179205433713,0.140538107305479,-0.086986758049529,0.655985823976159,257,1,NA,NA,2,"",0.00108147080028839,8322
"CDC27",333,2,0.0289487140951945,"no",-0.548811030747424,0.451635497932085,-0.77561945548543,0.34246018533558,249,2,0.498984594914213,"no",0.75,"",0.00264359528959385,8322
"OSBPL1A",337,8,0.029217183174993,"no",-0.0358171295066473,0.203179817062271,-0.161560979439437,0.163532250327158,255,4,0.571791989446546,"no",1.09090909090909,"",0.00588800769045902,8322
"CFB",322,2,0.029242998906121,"no",-0.0450110692662794,0.180997842726929,-0.361858044130328,0.172795763135408,248,1,NA,NA,0.428571428571429,"",0.000240326844508532,8322
"YME1L1",338,5,0.0297027605879771,"no",-0.0896185301594058,0.281754267943653,-0.185057419673902,0.319053376130797,260,2,0.271928077225123,"no",0.75,"",0.00384522951213651,8322
"CDKN1B",343,2,0.0300344887526702,"no",-0.0480775479300412,0.169736361394794,-0.129924918336507,0.0904421179624227,256,2,0.458595734583698,"no",1,"BCNET_LoF,BRCA_LoF,DLBCL_LoF,HC_LoF,MM_LoF,PRAD_LoF",0.00444604662340783,8322
"HEATR2",305,3,0.0300715901361188,"no",NA,NA,NA,NA,0,0,NA,NA,0.5,"",0,8322
"VRK1",340,3,0.0301788872027271,"no",-0.0643676931946283,0.212244198554764,-0.162209332649351,0.143649896533111,251,3,0.416182198191524,"no",1,"",0.00120163422254266,8322
"GNAI2",339,3,0.0308841217685551,"no",0.0786410373610161,0.180444525266963,-1.24061300670125,2.3751516114425,257,2,0.244247835511048,"no",2,"NHLY_ambiguous",0.000720980533525595,8322
"SLC23A2",329,7,0.0308880129845898,"no",0.0728105836077582,0.184574504854751,-0.00298769345544588,0.286384572686921,249,2,0.351877695368403,"no",2.5,"",0.00312424897861091,8322
"MCM10",328,4,0.0309129330942136,"no",-0.0647536518511491,0.159305597685423,-0.193425681773031,0.237702842624812,253,2,0.275291387967225,"no",1.16666666666667,"",0.00312424897861091,8322
"NPDC1",342,2,0.0310823657241172,"no",-0.104191944235081,0.272805384460562,-0.376285964134878,0.201959113896055,259,0,NA,NA,0.6,"",0.000360490266762797,8322
"MAPK11",329,2,0.0310930018924621,"no",-0.15584279066594,0.245467038792878,-0.226222535950387,0.00339095810457948,250,0,NA,NA,0.428571428571429,"",0,8322
"RAD54L",349,2,0.0311081800332326,"no",0.0126667872165808,0.170762890158315,-0.122637697506819,0.0893916272683848,264,1,NA,NA,0.6,"",0.00204277817832252,8322
"NWD1",313,11,0.0312950876593742,"no",-0.0261288411812306,0.151476767852503,-0.032635731891978,0.124469596154094,232,9,0.539176562693657,"no",0.866666666666667,"",0.0042057197788993,8322
"TRIM32",343,2,0.0316818586514635,"no",0.00138526947501783,0.158241488934349,0.113388920926359,0.241647618901336,260,1,NA,NA,0.5,"",0.00120163422254266,8322
"SMURF1",325,2,0.0322119113034873,"no",-0.0925958190066878,0.182102833336439,-0.230116389047832,0.063220778853459,245,1,NA,NA,0.2,"",0.00228310502283105,8322
"MED1",315,7,0.0323479916249089,"no",-0.124835372525533,0.544720275867643,-0.451614603803111,0.440285341446401,240,3,0.508128125327866,"no",2.2,"",0.00480653689017063,8322
"YWHAE",338,2,0.0323977341968694,"no",0.0293423774638881,0.225789240390909,0.0764139883717633,0.0415106558440717,260,1,NA,NA,3,"",0.000841143955779861,8322
"PHF21A",352,4,0.0324753492038946,"no",-0.00678336513625267,0.155922491549639,-0.0377493503131563,0.0546448431298954,264,1,NA,NA,1.25,"",0.00372506608988224,8322
"GTF3C4",339,2,0.0326001446677962,"no",-0.0470338065703721,0.165200557490655,-0.133363666745017,0.0629501164255251,253,1,NA,NA,1,"",0.00228310502283105,8322
"CR1L",332,3,0.0328204651491437,"no",0.034403061453754,0.173913039281542,-0.148851708213814,0.078083865015891,249,2,0.488947471513988,"no",0.666666666666667,"",0.00240326844508532,8322
"RRN3",340,3,0.0328264401488252,"no",-0.21845642903884,0.365314964520492,-0.138883983503835,0.381850401830854,260,0,NA,NA,1.66666666666667,"",0.00108147080028839,8322
"CACNA1C",297,9,0.0330866006363148,"no",-0.317578226521065,0.335812712872103,-0.378033733279773,0.189651839897523,224,5,0.670124120223906,"no",0.357142857142857,"",0.00708964191300168,8322
"ASCC3",311,13,0.0334867353803776,"no",0.052562310378583,0.176940966192884,-0.038450534427153,0.203226413137187,239,9,0.526339701332788,"no",1.25,"",0.00732996875751021,8322
"PLEKHG3",331,3,0.0355096317244414,"no",-0.0737051179156185,0.193630390573116,-0.299803716361218,0.100985832993609,250,1,NA,NA,0.363636363636364,"",0.00120163422254266,8322
"TRIM33",325,3,0.0356091690350614,"no",0.0348499518441684,0.145629781020334,-0.174613159825921,0.099992050897995,241,2,0.450635047504546,"no",0.444444444444444,"MBL_ambiguous",0.00240326844508532,8322
"CDC42BPG",328,2,0.0358013623121279,"no",0.113979126350892,0.142909788468064,0.056867981167034,0.0409556540129644,248,1,NA,NA,0.333333333333333,"",0.00288392213410238,8322
"LARP7",333,8,0.0358017367288135,"no",-0.1459523845252,0.23978251188106,-0.23900280463367,0.310065394033057,253,4,0.0741551370101405,"no",2.5,"",0.0042057197788993,8322
"MTR",306,9,0.0362708444343413,"no",0.0178384996872861,0.178269471568735,0.0295087410774395,0.396272809119626,232,5,0.288259375513157,"no",0.916666666666667,"",0.00372506608988224,8322
"NCOA7",329,12,0.036408279689948,"no",0.0151634048562605,0.171022727246339,-0.00533725549294582,0.196665561284131,252,5,0.591272267536689,"no",3.25,"",0.00312424897861091,8322
"PRODH2",337,4,0.0364805341690929,"no",-0.161320733109803,0.247376235133581,-0.403997006853442,0.0799897680819475,253,4,0.340843769102127,"no",0.857142857142857,"",0.00216294160057678,8322
"ALDH1A2",341,4,0.0365869600975628,"no",-0.0653221330514213,0.176926041949073,-0.276893010935807,0.138758790856725,257,3,0.741823451275595,"no",0.714285714285714,"",0.00192261475606825,8322
"CTNNB1",326,3,0.0366394084705745,"no",0.000313221672141502,0.16325871814773,-0.504301907634574,0.242415337113444,248,2,0.121934311003554,"no",0.8,"ACC_Act,COREAD_Act,HBC_Act,HC_Act,LUAD_Act,MBL_Act,NSCLC_Act,PIA_Act,PRAD_Act,RHBDS_Act,SBCC_Act,ST_Act,UCEC_Act,WT_Act",0.00468637346791637,8322
"PLK2",325,6,0.036780115214027,"no",0.0592503324039391,0.151695025950689,-0.0253218666790433,0.0562230689831119,246,4,0.536125510097223,"no",1.75,"",0.00300408555635664,8322
"ITK",328,2,0.036913145296373,"no",-0.0658599094580759,0.182992752605064,-0.210182313585012,0.073073796799362,250,1,NA,NA,1,"",0.00240326844508532,8322
"POLD3",327,4,0.0369204642203095,"no",-0.0459538482490526,0.201733291749437,-0.127148393617894,0.123215968617297,246,3,0.496038433383291,"no",5,"",0.00252343186733958,8322
"SREBF2",333,2,0.0369728046433184,"no",-0.00720107241880569,0.164025486667927,-0.418037889198253,0.379600801195709,252,1,NA,NA,0.5,"",0.00240326844508532,8322
"BPTF",296,15,0.0371362887872692,"no",-0.182236224476482,0.28093705509148,-0.405176997514353,0.396845226741843,226,9,0.390831578508738,"no",0.909090909090909,"",0.00648882480173035,8322
"DDX10",327,8,0.0371531185228537,"no",-0.597834998217587,0.36242345171643,-0.833966258554085,0.356657760461565,244,7,0.479348210198725,"no",2.25,"",0.00408555635664504,8322
"USP35",313,6,0.0371863338971276,"no",-0.132981884299591,0.22550110686736,-0.177778127515515,0.204520041087659,234,4,0.291395328778841,"no",0.8,"",0.00228310502283105,8322
"STAR",332,2,0.0372664779912628,"no",-0.0515297326608534,0.161525542729395,-0.0760536113859245,0.0935850931514825,248,1,NA,NA,0.6,"",0.000480653689017063,8322
"TSC1",333,7,0.0372997645501554,"no",0.0437218582663697,0.19783650223263,-0.031306922780111,0.118687192215757,257,4,0.0793933339914215,"no",1.6,"BLCA_LoF,HC_LoF",0.00781062244652728,8322
"KCNB1",317,3,0.0375866900506196,"no",0.0365262086792491,0.176382078845324,-0.207032647779267,0.127078754671535,245,2,0.472001291120848,"no",0.416666666666667,"",0.00384522951213651,8322
"SYNJ2",323,8,0.0377452715096508,"no",0.0844993760450893,0.196717395958866,-0.00338955656770525,0.171446648426215,245,6,0.598988188487835,"no",0.666666666666667,"",0.00540735400144196,8322
"IDH1",336,8,0.0377842859282826,"no",-0.033068431208627,0.142679198062559,-0.0735326190191891,0.159538097098703,255,6,0.343785806563527,"no",1.8,"AML_Act,CH_Act,CM_Act,GBM_Act,HC_Act,HGG_Act,LGG_Act,MBL_Act,MM_Act,NSCLC_Act,OS_Act,PIA_Act,PRAD_Act",0.000961307378034126,8322
"SHC3",340,2,0.0384900813794433,"no",-0.06311035290534,0.157795415280633,-0.0768291202414575,0.0293768065570945,256,1,NA,NA,1,"",0.00132179764479692,8322
"AJAP1",328,4,0.0385322129140693,"no",-0.066783181197561,0.170504275164171,-0.136076383183188,0.0337180476176549,253,2,0.927013820805417,"no",0.5,"",0.00168228791155972,8322
"SKP2",316,2,0.0385776349191831,"no",-0.0490764705817706,0.264849967270721,-0.338992580962088,0.132727166844531,235,1,NA,NA,1.5,"",0.00132179764479692,8322
"PLEKHG2",329,3,0.0386343580487246,"no",-0.0124780049265984,0.204136577301094,-0.229011659105194,0.314332534114034,251,2,0.767797061980235,"no",0.555555555555556,"",0.00360490266762797,8322
"MXRA8",331,2,0.0386631712623397,"no",0.0262992364562439,0.202225131048229,-0.0141259139535902,0.0072232710163393,248,1,NA,NA,0.5,"",0.00252343186733958,8322
"MCM3",337,4,0.0389181011837066,"no",-0.180997675800547,0.182900995166018,-0.552578720584953,0.358228232512962,254,2,0.458572557474541,"no",1.66666666666667,"",0.00168228791155972,8322
"MSH5",326,2,0.0389680654170087,"no",NA,NA,NA,NA,247,1,NA,NA,0.8,"",0.00216294160057678,8322
"PAFAH1B1",346,2,0.0391595519180509,"no",-0.261046996943245,0.299011874991764,-0.614769233341023,0.221414376836109,262,2,0.494767571335911,"no",3,"",0.00240326844508532,8322
"ID1",331,3,0.0398828948028185,"no",0.0629269798082086,0.152092171053597,0.0305809054355129,0.0685487264772479,246,2,0.798676774123933,"no",4,"",0.000360490266762797,8322
"CTR9",339,2,0.0400232493216966,"no",-0.553119993910284,0.359760274288962,-0.561285791342429,0.189202800169217,257,1,NA,NA,0.333333333333333,"",0.00408555635664504,8322
"KIAA1239",326,4,0.0404557482570509,"no",NA,NA,NA,NA,0,0,NA,NA,0.461538461538462,"",0,8322
"NGEF",340,4,0.0404649284391473,"no",0.0407850852924747,0.162261429278176,0.0648887830850906,0.0682142763360476,254,3,0.358531768053762,"no",0.714285714285714,"",0.00228310502283105,8322
"PRDM7",329,3,0.0406718202113002,"no",0.0135546777853402,0.219644003574269,0.00820512389796716,0.0710205274355836,247,2,0.28093275647734,"no",0.571428571428571,"",0.000720980533525595,8322
"PAMR1",323,7,0.0409605965471205,"no",NA,NA,NA,NA,243,5,0.671878724831768,"no",0.8,"",0.00252343186733958,8322
"NEK9",334,3,0.0412048157473057,"no",-0.0236189221601856,0.204238446504521,-0.212777865376366,0.119955116475681,251,2,0.232735616663434,"no",1,"",0.00336457582311944,8322
"KLF5",326,2,0.0415783862166008,"no",0.0535199749643358,0.191850772131477,-0.130736319127185,0.0919933742345977,245,1,NA,NA,0.75,"BLCA_ambiguous,CESC_ambiguous,LUSC_ambiguous",0.00228310502283105,8322
"GRB7",326,2,0.0416164502106839,"no",0.032559430137935,0.220045799870946,-0.0258799735559706,0.0126955013424568,246,1,NA,NA,0.75,"",0.000841143955779861,8322
"ALKBH4",328,3,0.0417254414215495,"no",0.100819956578186,0.180931921285607,-0.0780022198096852,0.305985546382894,245,2,0.538343470434687,"no",2,"",0.000600817111271329,8322
"ZNF131",312,5,0.0422928816714013,"no",-0.0892214072342516,0.177324570880427,-0.23677438727993,0.07619499423381,236,3,0.440006074213822,"no",0.75,"",0.00276375871184811,8322
"MED8",350,2,0.0423081393841627,"no",NA,NA,NA,NA,261,3,0.488568877593342,"no",1.33333333333333,"",0.000961307378034126,8322
"NEK1",325,9,0.0426705317303566,"no",-0.161724732163708,0.194385194715532,-0.151532428702235,0.196338510744522,245,8,0.50728948291043,"no",1.5,"",0.0042057197788993,8322
"GAMT",338,2,0.0434502164930522,"no",-0.167028764354432,0.230152730917324,-0.434915454164151,0.0186238061943714,258,2,0.497254638759378,"no",3,"",0.000720980533525595,8322
"COL5A3",307,13,0.0441140289487746,"no",0.0223714662918511,0.155550043501572,-0.0415810720661154,0.128215472813789,236,7,0.743598202849553,"no",0.625,"",0.00745013217976448,8322
"TTC27",340,3,0.0442871785241,"no",-0.379415956821609,0.255636015031728,-0.502244415740525,0.56350636758373,258,1,NA,NA,0.571428571428571,"",0.00264359528959385,8322
"DHX30",338,2,0.0448850157859888,"no",-0.201318191581571,0.262343116992992,-0.535971399435926,0.267463591492978,256,1,NA,NA,0.375,"",0.00336457582311944,8322
"GTF3C1",328,9,0.0455961040145401,"no",-0.0705633286424596,0.206536403344442,-0.222982502859545,0.191815542906639,250,3,0.431406104944455,"no",0.647058823529412,"",0.00841143955779861,8322
"PAPPA",312,5,0.0458002840805548,"no",NA,NA,NA,NA,242,2,0.572173081052732,"no",0.28,"",0.00576784426820476,8322
"E2F3",327,9,0.0459796422157202,"no",-0.0625074735696833,0.174882104917596,-0.193337301670404,0.176671035787143,246,7,0.292835966780441,"no",2,"",0.00228310502283105,8322
"PRPF4B",328,5,0.0462128536916885,"no",-0.725805236777511,0.400573665345501,-1.05726616655268,0.0319243889371501,251,3,0.467297836528623,"no",3.5,"",0.00552751742369623,8322
"ITGAV",329,4,0.0462675587352881,"no",-0.0885161351721319,0.52570358793492,-0.316533006321609,0.42237249174234,248,2,0.317247797696444,"no",0.454545454545455,"",0.00684931506849315,8322
"SCN2B",339,2,0.0466259221314473,"no",0.169659698356192,0.221485867426275,0.132408766191389,0.0334346384778635,255,0,NA,NA,1,"",0.00108147080028839,8322
