"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","MissenseDnDs","intogen_gene_role","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"CACNA1S",313,28,0.817309002074529,"no",0.0567726655800566,0.146334620995005,0.0481731297312745,0.165664449452572,239,17,0.514592860408977,"no",1.88888888888889,"",0.0362893535207883,8322
"KBTBD11",315,8,0.817555679630224,"no",0.0724023169913568,0.152094235326566,0.0509781964016946,0.131737399961967,243,3,0.386732849595684,"no",1.42857142857143,"",0.000720980533525595,8322
"HLA-G",331,10,0.817635466025535,"no",-0.00517115045305945,0.140529221605786,0.037623825855282,0.118052851033826,253,6,0.474939800421196,"no",2.16666666666667,"",0.00732996875751021,8322
"EPHA5",314,29,0.817662203144148,"no",0.154307901466365,0.196927965888622,0.164650104245905,0.166615938823197,239,21,0.377586905019508,"no",1.83333333333333,"",0.0349675558759913,8322
"MAK",327,11,0.818314869527065,"no",-0.132055234836239,0.257583331597165,-0.116963223317042,0.288295058902986,255,4,0.332109190114807,"no",2,"",0.00865176640230714,8322
"SETD2",311,28,0.81837683318651,"no",-0.0893086762768642,0.21509516357697,-0.0588793327113312,0.185216480807651,237,17,0.514709236078737,"no",5.5,"ALL_LoF,BLCA_LoF,CLL_LoF,CM_LoF,EWS_LoF,HC_LoF,LGG_LoF,LUAD_LoF,MESO_LoF,MM_LoF,NSCLC_LoF,OS_LoF,PAAD_LoF,PAIS_LoF,PIA_LoF,PRAD_LoF,RCCC_LoF,RPC_LoF",0.0300408555635664,8322
"ITGB4",297,36,0.818478082483069,"no",0.01096602765661,0.208607456087448,-0.00133050652665502,0.166642609713935,230,22,0.786593016601111,"no",4.66666666666667,"",0.0227108868060562,8322
"NUDT5",339,4,0.818670169252534,"no",-0.0184259394707929,0.179599142447852,0.0329872659304871,0.140310605060965,257,2,0.261755640587428,"no",2,"",0.00336457582311944,8322
"IPP",352,4,0.818722446693747,"no",0.0276574441851165,0.234734512993197,0.0228357919703709,0.171753391688678,266,2,0.593746417962152,"no",1.66666666666667,"",0.00805094929103581,8322
"CLK1",348,2,0.819289905384893,"no",-0.0130956114803407,0.148264900774984,-0.0420142324429787,0.0250303959786142,262,2,0.315454337856563,"no",1.5,"",0.00757029560201875,8322
"HCAR1",340,12,0.819405825266517,"no",0.0166473221871941,0.159948547277179,0.0295619827782815,0.156894666169177,258,8,0.309392099264658,"no",2.5,"",0.00444604662340783,8322
"TBC1D3F",338,3,0.819666741142024,"no",0.0896360458528268,0.25383367290596,0.0773022330048894,0.26421592542699,0,0,NA,NA,0.833333333333333,"",0.00408555635664504,8322
"RGS2",332,4,0.819781597494595,"no",-0.0596941230293604,0.197465673466304,-0.0672727015109846,0.198233282368635,250,2,0.793094240304313,"no",2.5,"",0.00300408555635664,8322
"ANKRD36",295,27,0.819908962137067,"no",0.0470391846159229,0.162578415234126,0.0563543525296068,0.14138081215143,0,0,NA,NA,2.81818181818182,"",0.0159817351598174,8322
"OR51A2",298,3,0.819995765820109,"no",0.00594031379679861,0.1759566166875,0.0329176635918639,0.0413210631345378,224,3,0.360715795118909,"no",4,"",0.00793078586878154,8322
"KCNJ3",336,15,0.820005404139986,"no",NA,NA,NA,NA,254,10,0.429954655261504,"no",2.28571428571429,"",0.0203076183609709,8322
"NID2",324,25,0.820154880654089,"no",-0.0217513677460869,0.168861807452571,-0.0615164636332186,0.15504683753142,246,17,0.705421448383804,"no",1.6,"",0.026676279740447,8322
"PDE3A",312,25,0.820204982602133,"no",-0.0526400710309326,0.159368239331773,-0.0470924951132311,0.179789822633289,239,15,0.281750192164852,"no",2.81818181818182,"",0.0263157894736842,8322
"TMEM68",338,5,0.820276440424559,"no",0.0109550715433261,0.154905426753027,-0.078726343840491,0.0903697368117837,254,4,0.638593613054763,"no",2.33333333333333,"",0.00324441240086518,8322
"SELE",335,7,0.820319920607798,"no",0.0931328795801057,0.148207613089809,0.211853885247878,0.246788482818632,252,5,0.420638718973787,"no",3,"",0.0139389569814948,8322
"WDR27",327,12,0.820380079846293,"no",0.0452450575856145,0.144914225525356,0.0252418117627716,0.143910442222351,244,8,0.352707089925198,"no",1.75,"",0.0105743811583754,8322
"CYP21A2",334,3,0.820489015838873,"no",-0.0118438197969121,0.228301375507786,0.0505648042972262,0.0492449100253346,253,2,0.36591186400285,"no",0.666666666666667,"",0.00660898822398462,8322
"PTGS2",334,9,0.8206749028464,"no",0.029471355785929,0.185401602499942,0.103728103043313,0.185685503365073,251,6,0.626867785322451,"no",1.66666666666667,"",0.0102138908916126,8322
"XKR4",330,15,0.82083731447177,"no",-0.0598055865972933,0.155917198418388,-0.00382578733826124,0.175538720511288,250,10,0.333914538087853,"no",3,"",0.0161018985820716,8322
"CYP26B1",336,18,0.820915714873898,"no",-0.101958900109351,0.158551367574423,-0.090062904603322,0.125517360945115,256,11,0.370083269764078,"no",2.5,"",0.0116558519586638,8322
"PRDM16",310,33,0.820950449328682,"no",-0.0305948740041356,0.155154963362299,0.00644201418324944,0.166350808057451,239,20,0.487401048165198,"no",3.54545454545455,"",0.0229512136505648,8322
"CHRM3",317,16,0.820954687978263,"no",-0.00308112387981866,0.210842211641466,0.0346154830127108,0.214773359869185,237,12,0.232508515562538,"no",1.54545454545455,"",0.020788272049988,8322
"PHF12",340,11,0.821043311175188,"no",-0.081285680005379,0.209556685352365,-0.0348915896808715,0.23062255891886,254,8,0.667006311529328,"no",2.4,"",0.011295361691901,8322
"FLRT2",321,21,0.821274906891646,"no",-0.00176224038409567,0.225562563130526,-0.0215608981439841,0.151801552016731,241,14,0.742155598634663,"no",1.84615384615385,"",0.0235520307618361,8322
"GTF3C4",339,13,0.821883258282757,"no",-0.0470338065703721,0.165200557490655,-0.0825710734340226,0.171468921652504,253,10,0.531293253463707,"no",4.66666666666667,"",0.00889209324681567,8322
"OR6F1",321,11,0.822439225483274,"no",0.0352351552060068,0.140421472417357,-0.0334679620398911,0.141556356572784,242,6,0.461138443668812,"no",1.5,"",0.0169430425378515,8322
"EME1",334,6,0.822612045450907,"no",-0.0100217143280203,0.144084828897577,0.0362695922283515,0.128758221363922,253,3,0.818888679874572,"no",3.5,"",0.00636866137947609,8322
"MAG",322,19,0.822866201043797,"no",-0.0548064591081941,0.168800302767116,-0.0326766753008549,0.176130098641326,246,15,0.634652145663104,"no",1.47058823529412,"",0.0126171593366979,8322
"XPOT",332,12,0.82306510178257,"no",0.0152330657445682,0.175114071542635,0.0300079852099083,0.0922474767979427,251,8,0.502965607754583,"no",1.55555555555556,"",0.0120163422254266,8322
"PAX7",339,12,0.823067721828226,"no",-0.00317122540287285,0.157531793092036,0.0168051833468163,0.0930933649788128,256,9,0.642714110656536,"no",1.75,"",0.0104542177361211,8322
"NCOA2",315,19,0.823120788437953,"no",-0.0651902141776974,0.15298106043534,-0.0454170660899115,0.166473804044519,237,9,0.673416493014093,"no",2.18181818181818,"LUAD_Act,LUSC_Act",0.0210285988944965,8322
"C3orf38",340,5,0.823648601377773,"no",-0.0219841400092948,0.183955582303443,0.0241488343558282,0.111746236167752,255,4,0.402525935065478,"no",1.4,"",0.00444604662340783,8322
"ATG2B",317,22,0.82422812680689,"no",-0.0669490010642355,0.161732997682097,-0.0625359389670015,0.105541322122121,237,12,0.577027898690429,"no",2.77777777777778,"",0.0242730112953617,8322
"CYP27C1",339,7,0.824555069408615,"no",-0.0276376533391178,0.146248156764949,0.0548318036430547,0.147274108008339,255,4,0.559072996277346,"no",1.6,"",0.00901225666906993,8322
"ATP8A2",318,23,0.824777416092985,"no",-0.027991283652952,0.18346378346059,0.0251780177336755,0.159475775691709,245,13,0.554448883727228,"no",2.66666666666667,"",0.0237923576063446,8322
"KIF5C",326,19,0.824827865927893,"no",0.0428663234833288,0.202419672523029,0.0736256929048819,0.112630325502033,0,0,NA,NA,2.09090909090909,"",0.0159817351598174,8322
"CYP4B1",342,8,0.824842629109782,"no",-0.00879750296791787,0.125629309981347,0.0542921124158356,0.168308218476696,256,7,0.502421194330137,"no",1.42857142857143,"",0.0123768324921894,8322
"PAMR1",323,9,0.824857417647199,"no",NA,NA,NA,NA,243,7,0.684835761773426,"no",1.3,"",0.0133381398702235,8322
"ACADVL",330,10,0.824888798581881,"no",0.0151261225483564,0.159770744967379,0.0404868249757219,0.0459562714456606,253,6,0.646358429513606,"no",5.5,"",0.00576784426820476,8322
"OLFML2B",321,19,0.824982541320156,"no",-0.0779539540770738,0.24145100211722,-0.118830979829971,0.161905639874616,242,9,0.363223941653325,"no",1.76923076923077,"",0.0183850036049027,8322
"VAX1",352,5,0.825068370916961,"no",-0.0650980144446724,0.200754273906265,-0.156397876174701,0.057360428741844,265,3,0.657749504371537,"no",1.5,"",0.00384522951213651,8322
"PROKR1",338,15,0.825134229364881,"no",0.0226572992368603,0.15404665238672,0.0352033167028765,0.114771056619164,256,11,0.429480555470283,"no",9.5,"",0.0115356885364095,8322
"TAPT1",337,8,0.825533522597113,"no",0.0467044897063661,0.207044461052814,0.0478067645639184,0.226966929869697,254,5,0.619766537388951,"no",1.66666666666667,"",0.00504686373467916,8322
"SECTM1",330,4,0.825582718074465,"no",0.0216888335886916,0.143943784035904,0.19574177188257,0.12855215201839,249,3,0.284366458904103,"no",1.66666666666667,"",0.00276375871184811,8322
"ECI2",337,2,0.826241931414467,"no",-0.0944328600668946,0.150636427676447,-0.131507989820853,0.168415483687432,259,2,0.362894890593697,"no",2.5,"",0.00624849795722182,8322
"PITX2",351,3,0.826244951529071,"no",0.00700035036662753,0.13631453486891,-0.0787230932162667,0.181255869205221,263,1,NA,NA,0.8,"",0.00853160298005287,8322
"ATG4D",338,6,0.826256816633486,"no",-0.113089718238064,0.213198318354916,-0.0924436885153386,0.110412145114282,255,5,0.252422320047714,"no",1.16666666666667,"",0.00732996875751021,8322
"RSF1",320,20,0.826581712295265,"no",-0.0417211637902983,0.163691652281586,-0.0539733174244492,0.142442059767415,239,15,0.208942833522654,"no",5.75,"",0.0157414083153088,8322
"EMX1",351,7,0.826766929425574,"no",0.00455310245683881,0.222043664495919,0.0903134433680705,0.151635642601495,264,5,0.565248228427695,"no",11,"",0.00216294160057678,8322
"LETM1",330,13,0.827050526262566,"no",-0.221651774041016,0.217890895864239,-0.300658524574943,0.100122247759317,248,7,0.545047360694209,"no",2.71428571428571,"",0.00781062244652728,8322
"SIRT2",340,8,0.827417549807268,"no",-0.053239858033309,0.190267916454469,0.031967700481454,0.166551545999493,256,6,0.647698899660502,"no",3.33333333333333,"",0.0042057197788993,8322
"AIFM2",347,7,0.828032025271362,"no",-0.0668280867871464,0.168504959371152,-0.0562275006963913,0.098400090787381,266,2,0.557212065098237,"no",3,"",0.0045662100456621,8322
"TLK1",344,4,0.828410443676424,"no",-0.117160880862908,0.217317477101392,0.0850849298618324,0.20653445518561,260,2,0.476876089986595,"no",0.833333333333333,"",0.00997356404710406,8322
"PDK2",337,4,0.828458865313073,"no",0.0359618956443439,0.210993272127415,-0.0122424631179509,0.0553784125298193,253,4,0.605722737575048,"no",1.5,"",0.00396539293439077,8322
"ADAM12",335,12,0.828483962065434,"no",0.021413351664535,0.191540444991994,-0.00556700026540852,0.154518777720853,255,6,0.547797170360805,"no",2.42857142857143,"",0.0151405912040375,8322
"RASGRP2",338,15,0.828512692955055,"no",-0.0223663225560667,0.209017868196159,0.0420301669866767,0.154869431097559,253,9,0.323920875532688,"no",2.83333333333333,"",0.00961307378034126,8322
"SETD4",349,4,0.828595767929695,"no",-0.0623068578886892,0.167489709010699,-0.036708441570873,0.121514720252036,261,4,0.351752629980275,"no",2.5,"",0.00600817111271329,8322
"BRPF1",335,15,0.828858046016559,"no",-0.0597667944117457,0.179863239660373,-0.0502176426667535,0.216300510256382,252,11,0.548467442430533,"no",1.63636363636364,"",0.0124969959144436,8322
"GPR52",338,2,0.829166062633935,"no",-0.0808625593204326,0.229846119880577,-0.039538173574881,0.277634624083438,251,1,NA,NA,0.428571428571429,"",0.00564768084595049,8322
"KCTD5",345,3,0.82923170882929,"no",0.0252352502537689,0.163637651235938,0.0561485323327847,0.404430482477183,259,3,0.126024611190425,"no",1.33333333333333,"",0.00204277817832252,8322
"SYDE2",324,21,0.829328206657072,"no",0.00725338425403059,0.123630239348815,0.0105923378204018,0.0949057317512595,244,15,0.393806781166141,"no",4,"",0.0122566690699351,8322
"OMA1",337,10,0.829352741914802,"no",-0.0285119160297876,0.194425479767083,-0.00116424457914365,0.243112349631311,257,4,0.559986344907413,"no",6,"",0.00672915164623888,8322
"GABARAPL3",345,3,0.829542708423617,"no",-0.0692662903180064,0.252706008922417,0.0521723127870579,0.273992281449789,0,0,NA,NA,4,"",0,8322
"IL18R1",342,8,0.829629556901746,"no",-0.0605064673427672,0.221050255875994,-0.0240075106657735,0.0945930664203587,257,5,0.472548051318148,"no",3,"",0.0120163422254266,8322
"DUSP14",343,2,0.829673965903011,"no",-0.015519788128054,0.226671791020592,0.00477608218963001,0.174391106346088,256,2,0.615605998667142,"no",1,"",0.00300408555635664,8322
"ACVR2A",326,5,0.829948564578623,"no",-0.0433780441409068,0.13991420653789,-0.0167992678908494,0.0900153593287664,250,4,0.216452233337616,"no",3.66666666666667,"COREAD_LoF,HC_LoF,PAAD_LoF,SSCC_LoF,ST_LoF,UCEC_LoF",0.00901225666906993,8322
"KIF13A",316,25,0.830076145397082,"no",0.0139059288460239,0.245542526114432,0.0724563463999343,0.263600882371307,243,16,0.464024083449444,"no",1.5,"",0.0204277817832252,8322
"ENG",345,7,0.830171120477496,"no",-0.0454506367207347,0.209323572881872,-0.170711204156342,0.183043529019259,261,4,0.442830979514268,"no",1.14285714285714,"",0.00564768084595049,8322
"NOV",308,5,0.830557547578216,"no",0.0345444603801757,0.1630261555583,0.0742096468577212,0.0326367503283587,226,3,0.666372338595523,"no",0.875,"",0.00612833453496756,8322
"TMEM123",330,2,0.830826854989314,"no",-0.112473407999374,0.162421220315918,-0.119550924737536,0.147280708381359,246,1,NA,NA,1.5,"",0.00240326844508532,8322
"UBFD1",351,3,0.831090952465922,"no",0.0299622613628193,0.123111356044112,0.0444141570124987,0.0093937943444001,266,1,NA,NA,2,"",0.00264359528959385,8322
"RXRG",336,10,0.831183436197785,"no",-0.0340741804410834,0.152281033155708,-0.0785070799301162,0.190139378231051,248,8,0.387651182012335,"no",2.75,"",0.0122566690699351,8322
"PTP4A3",318,3,0.831307477875897,"no",0.0441740855514544,0.190907878952208,0.0979831220927879,0.171618219331389,236,0,NA,NA,0.666666666666667,"",0.00336457582311944,8322
"GPR98",251,82,0.831573128856387,"no",NA,NA,NA,NA,0,0,NA,NA,3.78947368421053,"",0,8322
"BHLHE22",333,9,0.831635006709863,"no",0.0242900393277286,0.153352662919682,0.00740243180787649,0.138535969585178,252,4,0.590239478309936,"no",1.42857142857143,"",0.00408555635664504,8322
"ZMYND8",307,25,0.831816052212382,"no",-0.0511459636300196,0.157870694665115,-0.054313007893745,0.173340734886338,237,15,0.839749072945935,"no",2.07692307692308,"",0.0182648401826484,8322
"TTC30A",338,12,0.831942610808229,"no",-0.00594468645077946,0.144154867769987,0.0568728757397245,0.0856177770219838,254,9,0.505638296571341,"no",4,"",0.00901225666906993,8322
"NID1",314,17,0.832288273649673,"no",-0.0384828058949082,0.192558119625889,-0.0418941978444091,0.207861163263512,232,14,0.549299083043226,"no",1.5,"",0.0234318673395818,8322
"FIG4",334,15,0.832390969344981,"no",-0.0108383334053123,0.13257634782612,-0.000683743442520154,0.106150088363449,256,8,0.266615919062243,"no",3.8,"",0.0121365056476808,8322
"MC5R",331,18,0.833162557399702,"no",-0.0546499228880889,0.238539848030903,-0.0331599813372417,0.267456580989646,248,13,0.559673967644615,"no",5.25,"",0.0132179764479692,8322
"NMUR1",341,11,0.83320268486274,"no",-0.139614746196308,0.213329606833815,-0.131011411708143,0.13763961923662,256,8,0.275104248932201,"no",2.5,"",0.00805094929103581,8322
"TFAP2C",313,10,0.833398336717985,"no",0.0035278116830964,0.120934616804143,0.00678736109652027,0.0722821610548709,236,7,0.850927075100704,"no",4,"",0.00805094929103581,8322
"SOX15",344,4,0.833592481242487,"no",0.0504561689003366,0.114862138661347,0.0887929780804047,0.0778081017237047,261,2,0.371207438660231,"no",1,"",0.00228310502283105,8322
"EBF1",329,20,0.833708816405242,"no",0.0584239094630164,0.13161460757555,0.0550653414741256,0.117527678276992,244,16,0.344130057108708,"no",2.75,"DLBCL_ambiguous,LUSC_ambiguous,NHLY_ambiguous",0.0141792838260034,8322
"RDM1",339,9,0.833876178205414,"no",0.0613764044177204,0.121787309837644,0.06488459736375,0.108079340696886,254,5,0.302834235518366,"no",5,"",0.00300408555635664,8322
"GPR152",324,8,0.833905358159865,"no",-0.0108239291120664,0.220510745794674,-0.0849823621203983,0.197856229286214,241,6,0.189837604263913,"no",1.11111111111111,"",0.00624849795722182,8322
"L3MBTL2",341,10,0.833998396530204,"no",-0.0503233188716816,0.182094056397014,0.0274047825441088,0.135867894425577,260,3,0.671285475197317,"no",3.5,"",0.0091324200913242,8322
"SRSF6",329,8,0.834601036278119,"no",-0.085399385073334,0.240434677944427,-0.0486991787646469,0.112352846719232,252,6,0.501881525457936,"no",3,"",0.00684931506849315,8322
"BTN3A2",338,8,0.834603493187411,"no",0.0364634660747589,0.192960802373379,0.0755930332717197,0.136903200633582,260,6,0.373562622155523,"no",1.5,"",0.00757029560201875,8322
"NFATC4",339,12,0.834674788872287,"no",0.0127766847770723,0.185577134168219,0.010765026750804,0.0927037580493759,251,9,0.646923089332342,"no",2,"",0.0162220620043259,8322
"MARK4",341,12,0.834763978443037,"no",0.018856963682355,0.228962866810532,-0.0504290443469144,0.179869037595624,255,10,0.540774550680622,"no",3.5,"",0.00961307378034126,8322
"EGR1",342,13,0.83477230673212,"no",-0.0590818566349086,0.19040137195869,-0.112439433200141,0.088289438591819,261,6,0.271345777629197,"no",2.25,"",0.00901225666906993,8322
"MAPK12",335,4,0.835091979380599,"no",-0.165805007576944,0.197818453429181,-0.107444759205211,0.118001831627532,252,1,NA,NA,0.714285714285714,"",0.00252343186733958,8322
"STEAP1",320,8,0.835327190715248,"no",-0.0160651065535716,0.15448140638077,0.00778572286783275,0.150009422544764,241,6,0.391024984805184,"no",4,"",0.00564768084595049,8322
"ABCC12",317,30,0.835368245533043,"no",-0.0122775930535257,0.215120757440495,-0.010540507761759,0.151043090448571,242,21,0.75706667857089,"no",2.6,"",0.0258351357846671,8322
"HTR3E",323,5,0.835491613455739,"no",-0.0193236672674892,0.199530521565924,0.0383506879188376,0.16176884044518,247,3,0.192591120451308,"no",2.33333333333333,"",0.009492910358087,8322
"MED23",329,15,0.835542231220274,"no",-0.11076315850318,0.210542066819879,-0.0892039500294245,0.146784615640282,253,8,0.687091479806585,"no",3.16666666666667,"",0.0155010814708003,8322
"CES4A",341,10,0.835582108641986,"no",0.0642287951714564,0.197311101922608,-0.080291503408725,0.170754808213289,258,7,0.506878687139165,"no",3,"",0.00468637346791637,8322
"DPYD",314,25,0.835749756828648,"no",0.017023898942161,0.18370889327093,0.0438682684102491,0.191291646267858,237,18,0.493005747913487,"no",5.2,"",0.028478731074261,8322
"TICAM1",321,7,0.836038509582166,"no",0.0398421954637381,0.18243316097957,0.142411196350096,0.225445294837537,244,3,0.488430526747646,"no",1.22222222222222,"",0.00925258351357847,8322
"OSBPL2",316,2,0.836066634258951,"no",-0.314572461087357,0.308760877461762,-0.279361599802249,0.521537406223569,237,1,NA,NA,0.6,"",0.00540735400144196,8322
"SREK1",342,8,0.836149303595428,"no",-0.0216603644115157,0.191515623524489,0.00997169934515376,0.179984938522802,260,6,0.550000066106835,"no",3,"",0.00624849795722182,8322
"SLC1A2",331,8,0.836323729975468,"no",-0.141279071785949,0.180037579707526,-0.112928630886683,0.19133142179601,247,6,0.421700037594563,"no",1.83333333333333,"",0.00853160298005287,8322
"ATP7B",318,29,0.836482223963664,"no",-0.0887706599077409,0.159668059420153,-0.119427597759879,0.160098523526886,245,15,0.635582508007265,"no",2.21428571428571,"",0.0205479452054795,8322
"SESN1",342,6,0.836489378474792,"no",0.0485397111727394,0.212639716302846,0.0350038960299761,0.0889501265929247,258,4,0.121558163564199,"no",2.33333333333333,"",0.00564768084595049,8322
"PRLHR",345,9,0.837209930491634,"no",-0.184735727589755,0.286305377232673,-0.136503421541105,0.226111852784381,262,6,0.731362305340268,"no",1.83333333333333,"",0.00841143955779861,8322
"CACNB3",343,10,0.83762168956032,"no",-0.135034713527821,0.235708887905064,-0.0470642652784086,0.203266335745352,260,6,0.462993409087322,"no",2.75,"",0.00576784426820476,8322
"KLHL2",336,6,0.837719859811314,"no",-0.103383232055723,0.194871550168547,-0.0299853714712693,0.29990007850471,257,3,0.429148453058532,"no",1.16666666666667,"",0.00793078586878154,8322
"PIGG",328,14,0.83773438635764,"no",0.0615581967897866,0.154781016323,0.0471094708352451,0.17110694485272,247,9,0.497541120324456,"no",2.42857142857143,"",0.0136986301369863,8322
"WEE2",329,12,0.837741337120883,"no",-0.223459117958362,0.304149295674176,-0.0344965536532429,0.234176452481442,251,7,0.503601490976391,"no",1.5,"",0.0114155251141553,8322
"VSTM2B",326,9,0.837760769128361,"no",-0.0802228623296624,0.178885043376915,-0.0444649445760394,0.237946414679741,251,5,0.219662182220591,"no",2,"",0.00408555635664504,8322
"MAD1L1",310,14,0.837801830617819,"no",0.0368132981873989,0.197068123713935,-0.0745120234715171,0.256213505272409,231,10,0.0821696749395381,"no",2.28571428571429,"",0.00973323720259553,8322
"THBS1",335,16,0.837866095454646,"no",0.0700288724361339,0.121442705760103,0.0828811441359557,0.143909140360894,253,11,0.259918492004499,"no",2,"",0.0181446767603941,8322
"EP400",300,50,0.837952441186757,"no",-0.660621630510091,0.423913140229735,-0.602098988609675,0.263273661485888,224,35,0.516956639713411,"no",1.91428571428571,"",0.0359288632540255,8322
"YES1",333,7,0.83810435867441,"no",-0.0147691222579818,0.139660540015092,-0.0394983031026547,0.148224079310562,248,7,0.373705033877831,"no",4.5,"",0.00769045902427301,8322
"EIF4G3",338,16,0.838123662342949,"no",-0.119803640731231,0.192674041847903,-0.165326955361615,0.239165852304062,262,7,0.422138089239128,"no",1.61538461538462,"",0.0198269646719539,8322
"JMJD1C",315,31,0.838363220088063,"no",0.00607982166234538,0.139589487424823,0.0233856739041643,0.136059917324613,240,18,0.736689244895028,"no",3.54545454545455,"",0.0285988944965153,8322
"NFKBIE",351,4,0.838845469041595,"no",-0.0271601577445311,0.131867956581077,0.0430090262169859,0.154789509622994,265,3,0.357516656641601,"no",1,"CLL_ambiguous,CM_ambiguous,DLBCL_ambiguous,NHLY_ambiguous",0.00336457582311944,8322
"KCNK13",331,12,0.838892215142212,"no",-0.0670252954419985,0.186696732452325,0.0188518649619452,0.135782004231989,248,9,0.48684709045699,"no",1.625,"",0.00997356404710406,8322
"TMEM52",335,5,0.83899617232778,"no",-0.10732882056169,0.180758545143329,0.00366695408289362,0.192671702300897,252,4,0.677016599241036,"no",1.5,"",0.00276375871184811,8322
"SIPA1L1",301,38,0.839140944902855,"no",-0.0230828694857787,0.149699477977109,0.00599913303324257,0.132070068910752,226,28,0.259133685367603,"no",2.93333333333333,"",0.0296803652968037,8322
"CHRNA6",341,4,0.839512774797067,"no",-0.0291774947580432,0.209072938398669,-0.0519650351228026,0.0908019523289539,256,4,0.688702138936919,"no",1.2,"",0.0102138908916126,8322
"TRAF3",332,9,0.839618257429566,"no",0.0698064661295117,0.173354450765389,0.0740650662216955,0.0796201105806408,243,8,0.616703042315131,"no",2.2,"MM_LoF",0.00684931506849315,8322
"ANK1",308,36,0.83974389953011,"no",0.0426446871460841,0.162703986542325,0.0220177769750258,0.173081935021235,234,23,0.527276988290207,"no",2.55,"",0.0370103340543139,8322
"CNGA3",332,17,0.840003179203302,"no",0.0256843102081636,0.152511991220835,-0.0222220235847773,0.0695438381984144,252,9,0.379196289187899,"no",2.25,"",0.0191059841384283,8322
"ANKRD11",294,41,0.840054060674048,"no",-0.145534432667698,0.245075580930243,-0.129156768644052,0.183018805145104,219,32,0.573923476558645,"no",1.54285714285714,"",0.0308819995193463,8322
"LRRIQ4",317,9,0.840148341771129,"no",-0.137793619001179,0.23404021206858,-0.0892047152179509,0.158896901875844,237,6,0.538938382058396,"no",1.2,"",0.0106945445806297,8322
"OXA1L",342,5,0.840275859653654,"no",-0.527814852223614,0.38611573564767,-0.420244605549397,0.375333551911054,256,4,0.44622387935832,"no",1.5,"",0.00600817111271329,8322
"WISP1",317,5,0.840489513649257,"no",NA,NA,NA,NA,236,3,0.627572598406308,"no",0.857142857142857,"",0.0114155251141553,8322
"FOS",343,5,0.840761768459685,"no",-0.443843077723181,0.353002264397592,-0.399725503611773,0.196085071182722,256,3,0.79140152072907,"no",2,"",0.00480653689017063,8322
"MAP3K3",338,7,0.840820697561963,"no",-0.320188814359604,0.399276606704044,-0.407771234016498,0.212443840402509,252,5,0.291247670634316,"no",1,"",0.0087719298245614,8322
"PITX3",356,3,0.841306816524425,"no",-0.0279599966545043,0.170677198585799,-0.108901660925877,0.0540907709763327,267,2,0.514667362687175,"no",1.66666666666667,"",0.00252343186733958,8322
"FAM210B",318,3,0.84148460427081,"no",-0.0415937975954649,0.170329750240708,-0.0352314144449066,0.16039533092698,242,2,0.299369340258041,"no",4,"",0.000961307378034126,8322
"CR1",293,38,0.842160185703441,"no",-0.0644487437067535,0.179916719152018,-0.0919719595525002,0.161782404057498,223,25,0.544294540976366,"no",2.6,"AML_ambiguous,MM_ambiguous",0.0301610189858207,8322
"GRK4",339,3,0.842336901321146,"no",-0.107473008918312,0.182445950251718,-0.0921569602378981,0.144419186517466,255,0,NA,NA,1,"",0.00708964191300168,8322
"NR1H2",344,7,0.842337449287566,"no",-0.377234928402771,0.370501548365624,-0.159443746869708,0.2153785126982,258,3,0.882415857402378,"no",1.5,"",0.00588800769045902,8322
"HOXD12",346,8,0.842645525283869,"no",-0.0404930829458667,0.162240416264821,0.0229075404503331,0.12030578345974,256,7,0.683456752826229,"no",1.42857142857143,"",0.00468637346791637,8322
"HSD17B8",350,5,0.842818601824695,"no",-0.0911173951202521,0.183598913051655,-0.0844110704152595,0.0685118053763337,265,4,0.608312935994283,"no",3.5,"",0.00252343186733958,8322
"TEP1",306,35,0.842924708125063,"no",0.0346163539382666,0.196828949449523,0.00239078837342604,0.147253429078915,230,23,0.501908958512316,"no",3.41666666666667,"",0.0272770968517183,8322
"RNF112",331,6,0.843005737117728,"no",0.0445701313993722,0.183767179706566,0.102494119139243,0.148979896378174,247,3,0.596061413259991,"no",1,"",0.00853160298005287,8322
"TTBK2",336,14,0.843045800572783,"no",-0.0731489083363819,0.246636245209541,0.00118773814243479,0.24210948774992,251,12,0.478388625346486,"no",3.33333333333333,"",0.0147801009372747,8322
"RFXANK",336,5,0.843295319054835,"no",0.0902148896548885,0.175535307701012,0.119062102059909,0.134026070145683,252,5,0.616899346511107,"no",7,"",0.00264359528959385,8322
"CEACAM18",335,20,0.843803529462999,"no",0.066886464839347,0.201215701281357,0.0528235669304531,0.166542220879094,0,0,NA,NA,4,"",0.009492910358087,8322
"PTF1A",343,7,0.844097652171965,"no",-0.0112490737222208,0.185966925091802,0.17629381235733,0.266760807467728,253,7,0.516782037316181,"no",2.25,"",0.00372506608988224,8322
"CHAF1B",348,5,0.84414396893665,"no",-0.610167284877109,0.389755268143565,-0.48950833521814,0.220517826206198,260,5,0.495820731809231,"no",1.2,"",0.00769045902427301,8322
