"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_expression_in_50pc_tumor_samples","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"TEP1",17,3,0.164953909989147,"no",0.0639638629918989,0.190283014982753,0.0419808916163548,0.0204724248982881,14,3,0.581762017553307,"no","","yes",0.00561797752808989,178
"PLXNB1",18,2,0.19434740079307,"no",-0.0385923947898578,0.0730784333475124,-0.0677752592722751,0.0790078902178869,16,2,0.507107866122008,"no","","yes",0.0168539325842697,178
"BAZ1A",19,2,0.199624998268991,"no",-0.0323351511374124,0.129898706971692,-0.0402125879356458,0.0368430916292468,16,2,0.552698582923254,"no","","yes",0,178
"BDP1",19,2,0.211992843256672,"no",0.149166145349057,0.233182216735283,0.0848140578063197,0.0675860473100813,16,2,0.504528577867933,"no","","yes",0.0112359550561798,178
"ITIH3",18,2,0.218500461153169,"no",-0.0297346207008495,0.110685408459419,-0.0078894730199757,0.0230079963683808,16,2,0.440545215291834,"no","","yes",0.00561797752808989,178
"DMGDH",20,2,0.240396302047147,"no",-0.112961180958119,0.220302801394865,-0.0113264342561739,0.0357348219244819,17,1,NA,NA,"","yes",0.00561797752808989,178
"UTRN",19,3,0.248543574491521,"no",-0.0035779471798754,0.13037803550389,-0.0627367164603414,0.0790201562951053,15,3,0.699199198187145,"no","","yes",0.0112359550561798,178
"UNC45B",18,2,0.250720405532307,"no",0.0446106044001223,0.158522624961866,-0.0428370217401198,0.0110638476106857,16,2,0.728783070527634,"no","","yes",NA,178
"BCLAF1",17,2,0.266069445548589,"no",-0.33298065064848,0.177438695397052,-0.418127807308251,0.00564962850607242,15,2,0.5110587198315,"no","AML_Act,CM_Act,ST_Act","yes",0.00561797752808989,178
"DGKI",20,2,0.266950312407311,"no",-0.0290046254227812,0.124133810138029,-0.0324222711214869,0.10182752436101,17,1,NA,NA,"","yes",0.0112359550561798,178
"DSTYK",20,2,0.270586702112034,"no",-0.115773563862124,0.207899237585335,-0.0253754323771667,0.0077382794194169,17,1,NA,NA,"","yes",0,178
"CNGA3",19,2,0.270920060475429,"no",0.0364266195773078,0.16399406073125,0.105851019070381,0.0272741176737285,15,2,0.311719595127176,"no","","yes",0.0168539325842697,178
"MMS22L",18,2,0.276603592834578,"no",-0.7124165849103,0.282292672769557,-0.946929918456552,0.239944083214838,16,2,0.489281789279417,"no","","yes",0.00561797752808989,178
"RGPD4",19,2,0.28739018039335,"no",0.221942473981756,0.327452395701672,0.340895904499657,0.0276132602761204,16,2,0.302111988688857,"no","","no",0.00561797752808989,178
"PXDN",19,2,0.304025648831536,"no",0.0342022270168669,0.151583347055132,-0.0872639537931273,0.0534421114328767,16,1,NA,NA,"","yes",0.0280898876404494,178
"BMPR2",18,2,0.306182716647459,"no",0.0687201923434517,0.0993406872481252,0.0645617015399232,0.0307676738748141,16,1,NA,NA,"ST_LoF","yes",0.00561797752808989,178
"LTBP4",18,2,0.312523049364669,"no",-0.0703953006988793,0.151977468816806,-0.0392075716907081,0.0835950410656339,0,0,NA,NA,"","yes",0.0112359550561798,178
"SLIT2",18,2,0.31349383898132,"no",-0.0326962560924961,0.0903061264775089,-0.0743965979073599,0.0246221974797943,16,2,0.497993624430287,"no","","yes",0.0112359550561798,178
"PRKAG3",19,2,0.319258832640453,"no",0.0114802638027999,0.110617544582285,-0.0759735046133388,0.100689476230108,16,2,0.470644614301317,"no","","no",0,178
"PLXDC2",20,2,0.321047553744078,"no",-0.0070086668993829,0.148085818379302,0.0575259383763349,0.0665629935195041,16,2,0.571796524294576,"no","","yes",0.0112359550561798,178
"TMEM189-UBE2V1",17,2,0.323337293510344,"no",0.734044205373225,0.444662562509608,0.924464878393681,0.21694402418994,0,0,NA,NA,"","no",NA,178
"TTN",6,16,0.3271166418515,"no",-0.0283648890583115,0.207005304666213,0.0414651997087371,0.116529135044179,6,12,0.549782967818316,"no","","yes",0.129213483146067,178
"ATP8B4",20,2,0.329483772652475,"no",-0.0846479797741359,0.151357344308242,-0.1075733661177,0.0065182827646475,16,2,0.527774497742912,"no","","yes",0.0112359550561798,178
"CSMD3",15,3,0.337208405676356,"no",-0.0135228501073866,0.160699269219932,0.0139923136845839,0.0681735965910426,13,3,0.382986459993642,"no","","yes",0.0280898876404494,178
"KIF3C",18,2,0.344491781544038,"no",-0.0842387167019167,0.130325224722716,-0.00761138715982665,0.0883291183414888,17,1,NA,NA,"","yes",0.0112359550561798,178
"TG",18,3,0.352738950663605,"no",0.0673025257462269,0.171851195817448,0.0989534588766698,0.14514873808076,15,2,0.559463760593606,"no","","yes",0.0112359550561798,178
"RNF40",18,3,0.363235278985313,"no",-0.27690194372065,0.253645669158269,-0.305455812359729,0.0800221885115385,15,3,0.494335264525118,"no","","yes",0.0112359550561798,178
"LRIT3",20,2,0.379544736249642,"no",-0.00117832757867955,0.0968895762830552,-0.104529082054479,0.120755194308187,17,1,NA,NA,"","yes",0.00561797752808989,178
"ATP10A",17,3,0.379627026689947,"no",-0.224106523142466,0.162676050347906,-0.0907996069204526,0.0621341353623856,15,3,0.376426851926741,"no","","yes",0.0280898876404494,178
"ATP1A4",19,2,0.383434344000969,"no",-0.0158491633111623,0.172762782328436,0.0176039052902789,0.0409253414556593,16,1,NA,NA,"","yes",0.00561797752808989,178
"ZHX2",16,2,0.383501687725907,"no",0.00527152076368557,0.125280320946768,-0.0126099154201107,0.0553583997108071,13,2,0.45882717116851,"no","","yes",0.00561797752808989,178
"MSR1",18,2,0.394670508785165,"no",0.0435307604184499,0.0816625788040455,0.0655338139889394,0.0434880614339636,16,2,0.591374453215544,"no","","yes",0.00561797752808989,178
"ANK3",19,3,0.396789785681654,"no",0.0516889862760387,0.139693497951296,0.0371085870263652,0.0368011802848927,15,3,0.874124271203786,"no","","yes",0.0280898876404494,178
"FIGN",20,2,0.406350362918741,"no",0.0703390051255621,0.159227305322216,0.0921395034654132,0.00216380895487835,16,2,0.655587851099531,"no","","yes",0.0112359550561798,178
"CACNA1A",19,2,0.408722513378941,"no",0.0682657143410848,0.0770031841555626,0.0809697239940859,0.0730533231735223,16,2,0.315582589750341,"no","","yes",0.0112359550561798,178
"CDC23",19,2,0.412741575732909,"no",-0.783817393556086,0.345229387663006,-1.01109261620136,0.11337605518659,16,2,0.49377096724242,"no","","yes",0.00561797752808989,178
"VCAN",18,3,0.413266198467145,"no",-0.134682990137249,0.252131745797759,-0.0970470297861051,0.0754479666374393,14,3,0.30168060082155,"no","","yes",0.0224719101123595,178
"PAPL",16,2,0.414585368324907,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0,178
"BMP2K",18,2,0.415769406060525,"no",0.00853710853564667,0.0779426494072762,-0.0361867988321974,0.0641868249749586,17,1,NA,NA,"","yes",0.00561797752808989,178
"CTNND1",18,2,0.420065082559055,"no",-0.0248344106476202,0.214381854329986,0.117567417430134,0.200300198888917,16,2,0.814381573854496,"no","","yes",0.00561797752808989,178
